season,date,game_key,ballpark,away_team,home_team,away_actual_runs,away_expected_runs,away_run_error,home_actual_runs,home_expected_runs,home_run_error,run_mae,actual_total_runs,expected_total_runs,total_run_error,total_abs_error,expected_run_diff,actual_run_diff,home_win_probability,predicted_winner,actual_winner,win_correct,favorite_probability_bucket,over_under_pick,actual_over_under_result,over_under_correct,handicap_pick,handicap_correct,season_phase
2024,2024-07-26,20240726LTNC0,창원,롯데,NC,2.0,5.2162,3.2162,9.0,5.2804,-3.7196,3.4679,11.0,10.4966,-0.5034,0.5034,0.0642,7.0,0.5443,NC,NC,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-26,20240726OBSK0,문학,두산,SSG,1.0,5.6834,4.6834,6.0,5.241,-0.759,2.7212,7.0,10.9244,3.9244,3.9244,-0.4424,5.0,0.443,두산,SSG,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-07-27,20240727HTWO0,고척,KIA,키움,5.0,5.7035,0.7035,6.0,5.1158,-0.8842,0.7939,11.0,10.8193,-0.1807,0.1807,-0.5878,1.0,0.4144,KIA,키움,False,55~60%,오버,오버,True,키움 +2.5,1.0,시즌 중반
2024,2024-07-27,20240727KTSS0,대구,KT,삼성,2.0,5.0464,3.0464,3.0,5.227,2.227,2.6367,5.0,10.2734,5.2734,5.2734,0.1805,1.0,0.5673,삼성,삼성,True,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-07-27,20240727LTNC0,창원,롯데,NC,9.0,5.1944,-3.8056,2.0,5.5073,3.5073,3.6565,11.0,10.7017,-0.2983,0.2983,0.313,-7.0,0.5932,NC,롯데,False,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-07-27,20240727OBSK0,문학,두산,SSG,3.0,5.5703,2.5703,4.0,5.1419,1.1419,1.8561,7.0,10.7121,3.7121,3.7121,-0.4284,1.0,0.4458,두산,SSG,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-07-28,20240728HHLG0,잠실,한화,LG,9.0,4.8148,-4.1852,6.0,4.8836,-1.1164,2.6508,15.0,9.6984,-5.3016,5.3016,0.0688,-3.0,0.5452,LG,한화,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-28,20240728HTWO0,고척,KIA,키움,4.0,5.6777,1.6777,3.0,4.9866,1.9866,1.8321,7.0,10.6643,3.6643,3.6643,-0.691,-1.0,0.3945,KIA,KIA,True,60~65%,오버,언더,False,키움 +2.5,1.0,시즌 중반
2024,2024-07-28,20240728KTSS0,대구,KT,삼성,4.0,5.0942,1.0942,3.0,5.2435,2.2435,1.6689,7.0,10.3377,3.3377,3.3377,0.1493,-1.0,0.5612,삼성,KT,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-07-28,20240728LTNC0,창원,롯데,NC,10.0,5.0988,-4.9012,6.0,5.3342,-0.6658,2.7835,16.0,10.433,-5.567,5.567,0.2353,-4.0,0.5781,NC,롯데,False,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-07-28,20240728OBSK0,문학,두산,SSG,0.0,5.5234,5.5234,3.0,5.1854,2.1854,3.8544,3.0,10.7087,7.7087,7.7087,-0.338,3.0,0.4638,두산,SSG,False,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-07-30,20240730HHKT0,수원,한화,KT,6.0,5.3604,-0.6396,4.0,5.0882,1.0882,0.8639,10.0,10.4486,0.4486,0.4486,-0.2723,-2.0,0.4769,한화,한화,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-30,20240730LTSK0,문학,롯데,SSG,5.0,5.7094,0.7094,11.0,5.2047,-5.7953,3.2524,16.0,10.9141,-5.0859,5.0859,-0.5047,6.0,0.4307,롯데,SSG,False,55~60%,오버,오버,True,SSG +2.5,1.0,시즌 중반
2024,2024-07-30,20240730NCWO0,고척,NC,키움,2.0,5.5185,3.5185,6.0,5.0067,-0.9933,2.2559,8.0,10.5252,2.5252,2.5252,-0.5118,4.0,0.4293,NC,키움,False,55~60%,오버,언더,False,키움 +2.5,1.0,시즌 중반
2024,2024-07-30,20240730OBHT0,광주,두산,KIA,12.0,4.7814,-7.2186,7.0,5.1974,-1.8026,4.5106,19.0,9.9788,-9.0212,9.0212,0.416,-5.0,0.613,KIA,두산,False,60~65%,오버,오버,True,관망,,시즌 중반
2024,2024-07-30,20240730SSLG0,잠실,삼성,LG,7.0,5.1561,-1.8439,1.0,5.259,4.259,3.0514,8.0,10.4151,2.4151,2.4151,0.1028,-6.0,0.552,LG,삼성,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-07-31,20240731HHKT0,수원,한화,KT,18.0,5.4113,-12.5887,7.0,5.0071,-1.9929,7.2908,25.0,10.4184,-14.5816,14.5816,-0.4042,-11.0,0.4506,한화,한화,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-31,20240731LTSK0,문학,롯데,SSG,11.0,5.5849,-5.4151,12.0,5.4309,-6.5691,5.9921,23.0,11.0158,-11.9842,11.9842,-0.154,1.0,0.5006,SSG,SSG,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-31,20240731NCWO0,고척,NC,키움,9.0,5.2116,-3.7884,0.0,5.1325,5.1325,4.4604,9.0,10.3442,1.3442,1.3442,-0.0791,-9.0,0.5157,키움,NC,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-31,20240731OBHT0,광주,두산,KIA,30.0,5.3645,-24.6355,6.0,5.3442,-0.6558,12.6456,36.0,10.7088,-25.2912,25.2912,-0.0203,-24.0,0.5274,KIA,두산,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-07-31,20240731SSLG0,잠실,삼성,LG,5.0,5.1849,0.1849,11.0,5.1511,-5.8489,3.0169,16.0,10.336,-5.664,5.664,-0.0338,6.0,0.5247,LG,LG,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-01,20240801HHKT0,수원,한화,KT,14.0,5.4531,-8.5469,8.0,5.1964,-2.8036,5.6752,22.0,10.6495,-11.3505,11.3505,-0.2567,-6.0,0.48,한화,한화,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-01,20240801LTSK0,문학,롯데,SSG,4.0,5.3167,1.3167,2.0,5.5562,3.5562,2.4364,6.0,10.8729,4.8729,4.8729,0.2395,-2.0,0.5789,SSG,롯데,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-01,20240801NCWO0,고척,NC,키움,9.0,5.3075,-3.6925,14.0,4.6451,-9.3549,6.5237,23.0,9.9526,-13.0474,13.0474,-0.6625,5.0,0.4,NC,키움,False,60~65%,오버,오버,True,키움 +2.5,1.0,시즌 중반
2024,2024-08-01,20240801OBHT0,광주,두산,KIA,1.0,5.6643,4.6643,0.0,5.6572,5.6572,5.1608,1.0,11.3216,10.3216,10.3216,-0.0071,-1.0,0.5301,KIA,두산,False,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-08-01,20240801SSLG0,잠실,삼성,LG,7.0,5.151,-1.849,0.0,5.2578,5.2578,3.5534,7.0,10.4088,3.4088,3.4088,0.1068,-7.0,0.5528,LG,삼성,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-02,20240802HTHH0,한밭,KIA,한화,3.0,5.9319,2.9319,10.0,5.5578,-4.4422,3.6871,13.0,11.4898,-1.5102,1.5102,-0.3741,7.0,0.4566,KIA,한화,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-02,20240802KTNC0,창원,KT,NC,9.0,5.3605,-3.6395,7.0,5.7443,-1.2557,2.4476,16.0,11.1048,-4.8952,4.8952,0.3838,-2.0,0.6069,NC,KT,False,60~65%,오버,오버,True,관망,,시즌 중반
2024,2024-08-02,20240802SKSS0,대구,SSG,삼성,3.0,5.0214,2.0214,4.0,5.2663,1.2663,1.6438,7.0,10.2876,3.2876,3.2876,0.2449,1.0,0.58,삼성,삼성,True,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-02,20240802WOOB0,잠실,키움,두산,6.0,5.023,-0.977,4.0,5.5163,1.5163,1.2466,10.0,10.5393,0.5393,0.5393,0.4933,-2.0,0.6276,두산,키움,False,60~65%,오버,오버,True,관망,,시즌 중반
2024,2024-08-03,20240803HTHH0,한밭,KIA,한화,7.0,5.9225,-1.0775,3.0,5.8579,2.8579,1.9677,10.0,11.7804,1.7804,1.7804,-0.0647,-4.0,0.5185,한화,KIA,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-03,20240803LGLT0,울산,LG,롯데,3.0,5.436,2.436,8.0,5.6287,-2.3713,2.4037,11.0,11.0646,0.0646,0.0646,0.1927,5.0,0.5697,롯데,롯데,True,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-03,20240803SKSS0,대구,SSG,삼성,4.0,4.9639,0.9639,12.0,5.384,-6.616,3.7899,16.0,10.3479,-5.6521,5.6521,0.4201,8.0,0.6138,삼성,삼성,True,60~65%,오버,오버,True,관망,,시즌 중반
2024,2024-08-03,20240803WOOB0,잠실,키움,두산,15.0,4.9923,-10.0077,5.0,5.5147,0.5147,5.2612,20.0,10.507,-9.493,9.493,0.5224,-10.0,0.6331,두산,키움,False,60~65%,오버,오버,True,키움 +2.5,1.0,시즌 중반
2024,2024-08-04,20240804KTNC0,창원,KT,NC,5.0,5.5708,0.5708,15.0,5.8896,-9.1104,4.8406,20.0,11.4604,-8.5396,8.5396,0.3188,10.0,0.5944,NC,NC,True,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-04,20240804SKSS0,대구,SSG,삼성,3.0,4.9639,1.9639,8.0,5.3104,-2.6896,2.3268,11.0,10.2743,-0.7257,0.7257,0.3465,5.0,0.5997,삼성,삼성,True,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-06,20240806HHSS0,대구,한화,삼성,8.0,4.5268,-3.4732,5.0,5.2368,0.2368,1.855,13.0,9.7636,-3.2364,3.2364,0.7101,-3.0,0.6673,삼성,한화,False,65% 이상,오버,오버,True,한화 +2.5,1.0,시즌 중반
2024,2024-08-06,20240806KTHT0,광주,KT,KIA,0.0,5.6005,5.6005,2.0,5.8318,3.8318,4.7161,2.0,11.4322,9.4322,9.4322,0.2313,2.0,0.5773,KIA,KIA,True,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-06,20240806LGOB0,잠실,LG,두산,6.0,5.5418,-0.4582,7.0,5.5986,-1.4014,0.9298,13.0,11.1404,-1.8596,1.8596,0.0568,1.0,0.5428,두산,두산,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-06,20240806NCLT0,사직,NC,롯데,5.0,5.2242,0.2242,6.0,5.73,-0.27,0.2471,11.0,10.9543,-0.0457,0.0457,0.5058,1.0,0.63,롯데,롯데,True,60~65%,오버,오버,True,NC +2.5,1.0,시즌 중반
2024,2024-08-06,20240806SKWO0,고척,SSG,키움,6.0,5.2358,-0.7642,2.0,5.4493,3.4493,2.1068,8.0,10.6851,2.6851,2.6851,0.2135,-4.0,0.5738,키움,SSG,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-07,20240807HHSS0,대구,한화,삼성,6.0,5.4998,-0.5002,10.0,5.1589,-4.8411,2.6707,16.0,10.6587,-5.3413,5.3413,-0.3409,4.0,0.4632,한화,삼성,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-07,20240807KTHT0,광주,KT,KIA,13.0,5.5167,-7.4833,2.0,5.9815,3.9815,5.7324,15.0,11.4982,-3.5018,3.5018,0.4648,-11.0,0.6223,KIA,KT,False,60~65%,오버,오버,True,관망,,시즌 중반
2024,2024-08-07,20240807LGOB0,잠실,LG,두산,4.0,5.6452,1.6452,8.0,5.512,-2.488,2.0666,12.0,11.1572,-0.8428,0.8428,-0.1332,4.0,0.5048,두산,두산,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-07,20240807NCLT0,사직,NC,롯데,7.0,5.4894,-1.5106,14.0,5.73,-8.27,4.8903,21.0,11.2194,-9.7806,9.7806,0.2407,7.0,0.5792,롯데,롯데,True,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-07,20240807SKWO0,고척,SSG,키움,6.0,5.298,-0.702,2.0,5.4156,3.4156,2.0588,8.0,10.7136,2.7136,2.7136,0.1176,-4.0,0.5549,키움,SSG,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-08,20240808HHSS0,대구,한화,삼성,6.0,4.7783,-1.2217,4.0,5.3168,1.3168,1.2693,10.0,10.0951,0.0951,0.0951,0.5385,-2.0,0.6361,삼성,한화,False,60~65%,오버,오버,True,한화 +2.5,1.0,시즌 중반
2024,2024-08-08,20240808KTHT0,광주,KT,KIA,1.0,5.5498,4.5498,0.0,5.8013,5.8013,5.1756,1.0,11.3511,10.3511,10.3511,0.2515,-1.0,0.5813,KIA,KT,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-08,20240808LGOB0,잠실,LG,두산,10.0,5.679,-4.321,3.0,5.4743,2.4743,3.3976,13.0,11.1532,-1.8468,1.8468,-0.2047,-7.0,0.4905,LG,LG,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-08,20240808SKWO0,고척,SSG,키움,0.0,5.2752,5.2752,3.0,5.3436,2.3436,3.8094,3.0,10.6188,7.6188,7.6188,0.0683,3.0,0.5451,키움,키움,True,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-08-09,20240809LTKT0,수원,롯데,KT,6.0,5.7413,-0.2587,10.0,5.4592,-4.5408,2.3997,16.0,11.2006,-4.7994,4.7994,-0.2821,4.0,0.475,롯데,KT,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-09,20240809NCLG0,잠실,NC,LG,9.0,5.3918,-3.6082,10.0,6.1508,-3.8492,3.7287,19.0,11.5426,-7.4574,7.4574,0.759,1.0,0.676,LG,LG,True,65% 이상,오버,오버,True,NC +2.5,1.0,시즌 중반
2024,2024-08-09,20240809OBSK0,문학,두산,SSG,13.0,5.4908,-7.5092,11.0,5.1768,-5.8232,6.6662,24.0,10.6676,-13.3324,13.3324,-0.314,-2.0,0.4686,두산,두산,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-09,20240809SSHT0,광주,삼성,KIA,8.0,5.5179,-2.4821,9.0,5.4215,-3.5785,3.0303,17.0,10.9395,-6.0605,6.0605,-0.0964,1.0,0.5122,KIA,KIA,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-09,20240809WOHH0,한밭,키움,한화,5.0,5.2589,0.2589,7.0,5.3996,-1.6004,0.9296,12.0,10.6585,-1.3415,1.3415,0.1408,2.0,0.5595,한화,한화,True,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-10,20240810LTKT0,수원,롯데,KT,2.0,5.7413,3.7413,0.0,5.6451,5.6451,4.6932,2.0,11.3864,9.3864,9.3864,-0.0962,-2.0,0.5122,KT,롯데,False,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-08-10,20240810NCLG0,잠실,NC,LG,3.0,5.3918,2.3918,9.0,5.9508,-3.0492,2.7205,12.0,11.3426,-0.6574,0.6574,0.559,6.0,0.6399,LG,LG,True,60~65%,오버,오버,True,NC +2.5,0.0,시즌 중반
2024,2024-08-10,20240810OBSK0,문학,두산,SSG,10.0,5.9993,-4.0007,6.0,5.2623,-0.7377,2.3692,16.0,11.2616,-4.7384,4.7384,-0.737,-4.0,0.3857,두산,두산,True,60~65%,오버,오버,True,SSG +2.5,0.0,시즌 중반
2024,2024-08-10,20240810WOHH0,한밭,키움,한화,3.0,5.3478,2.3478,1.0,5.4028,4.4028,3.3753,4.0,10.7506,6.7506,6.7506,0.055,-2.0,0.5425,한화,키움,False,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-08-11,20240811LTKT0,수원,롯데,KT,9.0,5.5367,-3.4633,7.0,5.2744,-1.7256,2.5944,16.0,10.8111,-5.1889,5.1889,-0.2622,-2.0,0.4789,롯데,롯데,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-11,20240811NCLG0,잠실,NC,LG,3.0,5.3542,2.3542,4.0,5.9476,1.9476,2.1509,7.0,11.3019,4.3019,4.3019,0.5934,1.0,0.6462,LG,LG,True,60~65%,오버,언더,False,NC +2.5,1.0,시즌 중반
2024,2024-08-11,20240811OBSK0,문학,두산,SSG,9.0,5.56,-3.44,11.0,5.1702,-5.8298,4.6349,20.0,10.7302,-9.2698,9.2698,-0.3898,2.0,0.4535,두산,SSG,False,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-11,20240811SSHT0,광주,삼성,KIA,5.0,5.5607,0.5607,4.0,5.8992,1.8992,1.2299,9.0,11.4598,2.4598,2.4598,0.3385,-1.0,0.5982,KIA,삼성,False,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-11,20240811WOHH0,한밭,키움,한화,7.0,5.1546,-1.8454,3.0,5.3996,2.3996,2.1225,10.0,10.5542,0.5542,0.5542,0.245,-4.0,0.58,한화,키움,False,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-13,20240813HTWO0,고척,KIA,키움,2.0,5.7262,3.7262,0.0,5.3008,5.3008,4.5135,2.0,11.027,9.027,9.027,-0.4254,-2.0,0.4464,KIA,KIA,True,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-13,20240813KTSS0,대구,KT,삼성,2.0,5.2689,3.2689,7.0,5.5851,-1.4149,2.3419,9.0,10.854,1.854,1.854,0.3161,5.0,0.5938,삼성,삼성,True,55~60%,오버,오버,True,관망,,시즌 중반
2024,2024-08-13,20240813LGHH0,한밭,LG,한화,3.0,5.928,2.928,2.0,5.4974,3.4974,3.2127,5.0,11.4254,6.4254,6.4254,-0.4306,-1.0,0.4454,LG,LG,True,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-13,20240813SKNC0,창원,SSG,NC,2.0,5.6602,3.6602,0.0,5.6145,5.6145,4.6373,2.0,11.2747,9.2747,9.2747,-0.0457,-2.0,0.5224,NC,SSG,False,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-08-14,20240814HTWO0,고척,KIA,키움,1.0,5.4245,4.4245,2.0,5.0782,3.0782,3.7513,3.0,10.5026,7.5026,7.5026,-0.3463,1.0,0.4621,KIA,키움,False,50~55%,오버,언더,False,관망,,시즌 중반
2024,2024-08-14,20240814KTSS0,대구,KT,삼성,1.0,5.1891,4.1891,3.0,5.4834,2.4834,3.3363,4.0,10.6725,6.6725,6.6725,0.2943,2.0,0.5896,삼성,삼성,True,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-14,20240814LGHH0,한밭,LG,한화,5.0,5.3944,0.3944,9.0,5.3521,-3.6479,2.0211,14.0,10.7464,-3.2536,3.2536,-0.0423,4.0,0.523,한화,한화,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-14,20240814LTOB0,잠실,롯데,두산,12.0,5.4649,-6.5351,2.0,5.9385,3.9385,5.2368,14.0,11.4034,-2.5966,2.5966,0.4736,-10.0,0.6239,두산,롯데,False,60~65%,오버,오버,True,관망,,시즌 중반
2024,2024-08-15,20240815HTWO0,고척,KIA,키움,12.0,5.3416,-6.6584,1.0,5.0372,4.0372,5.3478,13.0,10.3788,-2.6212,2.6212,-0.3043,-11.0,0.4705,KIA,KIA,True,50~55%,오버,오버,True,관망,,시즌 중반
2024,2024-08-15,20240815KTSS0,대구,KT,삼성,5.0,5.0563,0.0563,3.0,5.3626,2.3626,1.2094,8.0,10.4189,2.4189,2.4189,0.3063,-2.0,0.5919,삼성,KT,False,55~60%,오버,언더,False,관망,,시즌 중반
2024,2024-08-15,20240815LGHH0,한밭,LG,한화,17.0,5.2167,-11.7833,3.0,5.3291,2.3291,7.0562,20.0,10.5458,-9.4542,9.4542,0.1125,-14.0,0.5539,한화,LG,False,55~60%,오버,오버,True,관망,,시즌 후반
2024,2024-08-15,20240815LTOB0,잠실,롯데,두산,3.0,5.3959,2.3959,4.0,5.6081,1.6081,2.002,7.0,11.004,4.004,4.004,0.2122,1.0,0.5736,두산,두산,True,55~60%,오버,언더,False,관망,,시즌 후반
2024,2024-08-15,20240815SKNC0,창원,SSG,NC,10.0,5.3053,-4.6947,5.0,5.6145,0.6145,2.6546,15.0,10.9198,-4.0802,4.0802,0.3092,-5.0,0.5925,NC,SSG,False,55~60%,오버,오버,True,관망,,시즌 후반
2024,2024-08-16,20240816HHSK0,문학,한화,SSG,2.0,5.6787,3.6787,1.0,5.5551,4.5551,4.1169,3.0,11.2337,8.2337,8.2337,-0.1236,-1.0,0.5067,SSG,한화,False,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-16,20240816HTLG0,잠실,KIA,LG,3.0,5.4191,2.4191,2.0,5.1765,3.1765,2.7978,5.0,10.5957,5.5957,5.5957,-0.2426,-1.0,0.4829,KIA,KIA,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-16,20240816OBKT0,수원,두산,KT,5.0,5.3245,0.3245,0.0,5.2319,5.2319,2.7782,5.0,10.5564,5.5564,5.5564,-0.0926,-5.0,0.513,KT,두산,False,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-16,20240816SSNC0,창원,삼성,NC,7.0,5.4312,-1.5688,3.0,5.3057,2.3057,1.9373,10.0,10.737,0.737,0.737,-0.1255,-4.0,0.5064,NC,삼성,False,50~55%,오버,오버,True,관망,,시즌 후반
2024,2024-08-16,20240816WOLT0,사직,키움,롯데,0.0,5.0122,5.0122,4.0,5.145,1.145,3.0786,4.0,10.1571,6.1571,6.1571,0.1328,4.0,0.5579,롯데,롯데,True,55~60%,오버,언더,False,관망,,시즌 후반
2024,2024-08-17,20240817HHSK0,문학,한화,SSG,8.0,5.5298,-2.4702,5.0,5.3987,0.3987,1.4345,13.0,10.9285,-2.0715,2.0715,-0.1311,-3.0,0.5052,SSG,한화,False,50~55%,오버,오버,True,관망,,시즌 후반
2024,2024-08-17,20240817HTLG0,잠실,KIA,LG,14.0,5.5011,-8.4989,4.0,5.0766,1.0766,4.7878,18.0,10.5776,-7.4224,7.4224,-0.4245,-10.0,0.4466,KIA,KIA,True,55~60%,오버,오버,True,관망,,시즌 후반
2024,2024-08-17,20240817OBKT0,수원,두산,KT,3.0,5.3733,2.3733,2.0,5.1125,3.1125,2.7429,5.0,10.4858,5.4858,5.4858,-0.2608,-1.0,0.4792,두산,두산,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-17,20240817SSNC0,창원,삼성,NC,5.0,5.3975,0.3975,4.0,5.3175,1.3175,0.8575,9.0,10.715,1.715,1.715,-0.0799,-1.0,0.5155,NC,삼성,False,50~55%,오버,오버,True,관망,,시즌 후반
2024,2024-08-17,20240817WOLT0,사직,키움,롯데,8.0,4.4833,-3.5167,7.0,5.2351,-1.7649,2.6408,15.0,9.7184,-5.2816,5.2816,0.7518,-1.0,0.6747,롯데,키움,False,65% 이상,오버,오버,True,키움 +2.5,1.0,시즌 후반
2024,2024-08-18,20240818HHSK0,문학,한화,SSG,7.0,5.5298,-1.4702,1.0,5.3664,4.3664,2.9183,8.0,10.8962,2.8962,2.8962,-0.1634,-6.0,0.4987,한화,한화,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-18,20240818HTLG0,잠실,KIA,LG,4.0,5.3467,1.3467,0.0,5.2373,5.2373,3.292,4.0,10.584,6.584,6.584,-0.1095,-4.0,0.5096,LG,KIA,False,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-18,20240818OBKT0,수원,두산,KT,4.0,4.97,0.97,5.0,5.0627,0.0627,0.5163,9.0,10.0327,1.0327,1.0327,0.0927,1.0,0.55,KT,KT,True,50~55%,오버,오버,True,관망,,시즌 후반
2024,2024-08-18,20240818SSNC0,창원,삼성,NC,5.0,5.3975,0.3975,3.0,5.4124,2.4124,1.4049,8.0,10.8099,2.8099,2.8099,0.0149,-2.0,0.5345,NC,삼성,False,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-18,20240818WOLT0,사직,키움,롯데,4.0,4.8877,0.8877,5.0,5.2706,0.2706,0.5792,9.0,10.1583,1.1583,1.1583,0.3828,1.0,0.6067,롯데,롯데,True,60~65%,오버,오버,True,관망,,시즌 후반
2024,2024-08-20,20240820NCHH0,청주,NC,한화,2.0,5.5512,3.5512,3.0,5.4826,2.4826,3.0169,5.0,11.0338,6.0338,6.0338,-0.0686,1.0,0.5178,한화,한화,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-20,20240820OBSS0,포항,두산,삼성,0.0,5.2198,5.2198,3.0,5.1908,2.1908,3.7053,3.0,10.4106,7.4106,7.4106,-0.0291,3.0,0.5257,삼성,삼성,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-20,20240820SKLG0,잠실,SSG,LG,3.0,5.0115,2.0115,4.0,5.6042,1.6042,1.8079,7.0,10.6158,3.6158,3.6158,0.5927,1.0,0.6461,LG,LG,True,60~65%,오버,언더,False,SSG +2.5,1.0,시즌 후반
2024,2024-08-20,20240820WOKT0,수원,키움,KT,3.0,5.2053,2.2053,2.0,4.8739,2.8739,2.5396,5.0,10.0792,5.0792,5.0792,-0.3315,-1.0,0.4651,키움,키움,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-21,20240821LTHT0,광주,롯데,KIA,5.0,5.0896,0.0896,6.0,5.3226,-0.6774,0.3835,11.0,10.4122,-0.5878,0.5878,0.233,1.0,0.5776,KIA,KIA,True,55~60%,오버,오버,True,관망,,시즌 후반
2024,2024-08-21,20240821NCHH0,청주,NC,한화,8.0,5.3145,-2.6855,2.0,5.4897,3.4897,3.0876,10.0,10.8042,0.8042,0.8042,0.1752,-6.0,0.5663,한화,NC,False,55~60%,오버,오버,True,관망,,시즌 후반
2024,2024-08-21,20240821OBSS0,포항,두산,삼성,5.0,5.2941,0.2941,2.0,5.1908,3.1908,1.7424,7.0,10.4848,3.4848,3.4848,-0.1033,-3.0,0.5108,삼성,두산,False,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-21,20240821SKLG0,잠실,SSG,LG,5.0,5.0487,0.0487,1.0,5.653,4.653,2.3508,6.0,10.7016,4.7016,4.7016,0.6043,-4.0,0.6482,LG,SSG,False,60~65%,오버,언더,False,SSG +2.5,1.0,시즌 후반
2024,2024-08-21,20240821WOKT0,수원,키움,KT,0.0,5.2813,5.2813,5.0,4.8739,-0.1261,2.7037,5.0,10.1552,5.1552,5.1552,-0.4074,5.0,0.4499,키움,KT,False,55~60%,오버,언더,False,관망,,시즌 후반
2024,2024-08-22,20240822LTHT0,광주,롯데,KIA,4.0,5.1909,1.1909,6.0,5.2424,-0.7576,0.9742,10.0,10.4334,0.4334,0.4334,0.0515,2.0,0.5418,KIA,KIA,True,50~55%,오버,오버,True,관망,,시즌 후반
2024,2024-08-22,20240822SKLG0,잠실,SSG,LG,3.0,5.0877,2.0877,13.0,5.6124,-7.3876,4.7376,16.0,10.7001,-5.2999,5.2999,0.5248,10.0,0.6335,LG,LG,True,60~65%,오버,오버,True,SSG +2.5,0.0,시즌 후반
2024,2024-08-22,20240822WOKT0,수원,키움,KT,2.0,4.9584,2.9584,3.0,4.8739,1.8739,2.4161,5.0,9.8323,4.8323,4.8323,-0.0845,1.0,0.5146,KT,KT,True,50~55%,오버,언더,False,관망,,시즌 후반
2024,2024-08-23,20240823HHOB0,잠실,한화,두산,7.0,5.3597,-1.6403,4.0,5.364,1.364,1.5022,11.0,10.7237,-0.2763,0.2763,0.0043,-3.0,0.5324,두산,한화,False,50~55%,오버,오버,True,관망,,시즌 후반
