source,source_url,source_accessible,starter_fields_available,target_games,rows_collected,schedule_match_rate,full_match_rate,partial_match_count,pitcher_id_missing_count,data_ready_to_train,collection_applied,blocker
KBO official schedule pages,https://www.koreabaseball.com/Schedule/ScoreBoard.aspx | https://www.koreabaseball.com/Schedule/Schedule.aspx | https://eng.koreabaseball.com/Schedule/DailySchedule.aspx,True,False,5,0,0.0,0.0,0,0,False,False,공식 일정/스코어보드 페이지에서 선발투수 필드 확인 불가
