schedule_path,current_date_kst,total_rows,required_columns_present,missing_columns,schedule_update_check_completed,schedule_min_date,schedule_max_date,total_games,future_games,today_games,schedule_is_stale,stale_schedule_days,date_parse_ok,team_values_ok,home_away_values_ok,home_away_pairing_ok,same_game_duplicate_count,row_duplicate_count,latest_date_not_older_than_before,schedule_update_needed,schedule_update_blocker
C:\Users\PCuser\Documents\New project\sports_analytics_kbo_run_pr\kbo_analytics\data\official\prediction_games.csv,2026-06-04,810,True,,True,2026-03-28,2026-06-30,405,110,5,False,0,True,True,True,True,0,0,True,False,
