target_date,selected_target_date,report_mode,current_date_kst,latest_schedule_date,has_today_games,has_future_games,schedule_is_stale,user_prediction_available,selection_reason,schedule_rows,expected_games,predicted_games,duplicate_games,home_away_pairing_ok,game_count_ok,status
2026-06-04,2026-06-04,오늘 경기 기준,2026-06-04,2026-06-30,True,True,False,True,오늘 경기 기준,10,5,5,0,True,True,통과
