game_id,date,team,opponent,home_away,status,result,score_team,score_opp,ballpark
20260508LGHH0_LG,2026-05-08,LG,한화,A,Final,Win,9.0,8.0,대전
20260508LGHH0_한화,2026-05-08,한화,LG,H,Final,Loss,8.0,9.0,대전
20260509LGHH0_LG,2026-05-09,LG,한화,A,Final,Loss,3.0,11.0,대전
20260509LGHH0_한화,2026-05-09,한화,LG,H,Final,Win,11.0,3.0,대전
20260509SKOB0_SSG,2026-05-09,SSG,두산,A,Final,Loss,4.0,9.0,잠실
20260509SKOB0_두산,2026-05-09,두산,SSG,H,Final,Win,9.0,4.0,잠실
20260509HTLT0_KIA,2026-05-09,KIA,롯데,A,Final,Win,3.0,1.0,사직
20260509HTLT0_롯데,2026-05-09,롯데,KIA,H,Final,Loss,1.0,3.0,사직
20260509SSNC0_삼성,2026-05-09,삼성,NC,A,Final,Win,5.0,4.0,창원
20260509SSNC0_NC,2026-05-09,NC,삼성,H,Final,Loss,4.0,5.0,창원
20260510SKOB0_SSG,2026-05-10,SSG,두산,A,Final,Loss,1.0,3.0,잠실
20260510SKOB0_두산,2026-05-10,두산,SSG,H,Final,Win,3.0,1.0,잠실
20260510HTLT0_KIA,2026-05-10,KIA,롯데,A,Final,Loss,3.0,7.0,사직
20260510HTLT0_롯데,2026-05-10,롯데,KIA,H,Final,Win,7.0,3.0,사직
20260510SSNC0_삼성,2026-05-10,삼성,NC,A,Final,Win,11.0,1.0,창원
20260510SSNC0_NC,2026-05-10,NC,삼성,H,Final,Loss,1.0,11.0,창원
20260510KTWO0_KT,2026-05-10,KT,키움,A,Final,Loss,1.0,5.0,고척
20260510KTWO0_키움,2026-05-10,키움,KT,H,Final,Win,5.0,1.0,고척
20260510LGHH0_LG,2026-05-10,LG,한화,A,Final,Loss,3.0,9.0,대전
20260510LGHH0_한화,2026-05-10,한화,LG,H,Final,Win,9.0,3.0,대전
