snapshot_date,snapshot_time,reference_date,team,starter_name,starter_source,starter_info_quality,starter_era,starter_whip,bullpen_fatigue_label,recent_3day_games,scheduled_game_id,opponent,home_away,data_source,note
2026-07-29,2026-07-29 17:00:14,2026-07-29,키움,하영민,confirmed,1.0,3.97,1.36,높음,2,20260729WOLG0_키움,LG,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:00:14,2026-07-29,롯데,로드리게스,confirmed,1.0,4.31,1.35,높음,2,20260729LTHH0_롯데,한화,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,SSG,김민준,confirmed,1.0,4.55,1.39,보통,1,2026-07-29_두산_SSG_SSG,두산,H,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,NC,테일러,confirmed,1.0,4.27,1.33,보통,1,20260729KTNC0_NC,KT,H,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,KT,오원석,confirmed,1.0,5.83,1.53,높음,2,20260729KTNC0_KT,NC,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,두산,최승용,confirmed,1.0,5.35,1.51,높음,2,2026-07-29_두산_SSG_두산,SSG,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,롯데,로드리게스,confirmed,1.0,4.31,1.35,높음,2,2026-07-29_롯데_한화_롯데,한화,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,KIA,시라카와,confirmed,1.0,5.77,1.66,높음,2,20260729HTSS0_KIA,삼성,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,LG,웰스,confirmed,1.0,3.67,1.17,높음,2,2026-07-29_키움_LG_LG,키움,H,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,키움,하영민,confirmed,1.0,3.97,1.36,높음,2,2026-07-29_키움_LG_키움,LG,A,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,삼성,양창섭,confirmed,1.0,3.73,1.31,높음,2,20260729HTSS0_삼성,KIA,H,KBO GameCenter,경기 전 수집 스냅샷
2026-07-29,2026-07-29 17:30:03,2026-07-29,한화,왕옌청,confirmed,1.0,3.61,1.47,높음,2,2026-07-29_롯데_한화_한화,롯데,H,KBO GameCenter,경기 전 수집 스냅샷
