game_id,date,team,opponent,home_away,status,result,score_team,score_opp,ballpark,cancellation_reason
20160401HTNC0_KIA,2016-04-01,KIA,NC,A,Final,Loss,4.0,5.0,마산,
20160401HTNC0_NC,2016-04-01,NC,KIA,H,Final,Win,5.0,4.0,마산,
20160401HHLG0_한화,2016-04-01,한화,LG,A,Final,Loss,4.0,5.0,잠실,
20160401HHLG0_LG,2016-04-01,LG,한화,H,Final,Win,5.0,4.0,잠실,
20160401OBSS0_두산,2016-04-01,두산,삼성,A,Final,Win,5.0,1.0,대구,
20160401OBSS0_삼성,2016-04-01,삼성,두산,H,Final,Loss,1.0,5.0,대구,
20160401KTSK0_KT,2016-04-01,KT,SK,A,Final,Win,8.0,4.0,문학,
20160401KTSK0_SK,2016-04-01,SK,KT,H,Final,Loss,4.0,8.0,문학,
20160401LTWO0_롯데,2016-04-01,롯데,넥센,A,Final,Win,2.0,1.0,고척,
20160401LTWO0_넥센,2016-04-01,넥센,롯데,H,Final,Loss,1.0,2.0,고척,
20160402LTWO0_롯데,2016-04-02,롯데,넥센,A,Final,Loss,3.0,5.0,고척,
20160402LTWO0_넥센,2016-04-02,넥센,롯데,H,Final,Win,5.0,3.0,고척,
20160402HTNC0_KIA,2016-04-02,KIA,NC,A,Final,Win,4.0,3.0,마산,
20160402HTNC0_NC,2016-04-02,NC,KIA,H,Final,Loss,3.0,4.0,마산,
20160402HHLG0_한화,2016-04-02,한화,LG,A,Final,Loss,7.0,8.0,잠실,
20160402HHLG0_LG,2016-04-02,LG,한화,H,Final,Win,8.0,7.0,잠실,
20160402OBSS0_두산,2016-04-02,두산,삼성,A,Final,Loss,6.0,10.0,대구,
20160402OBSS0_삼성,2016-04-02,삼성,두산,H,Final,Win,10.0,6.0,대구,
20160402KTSK0_KT,2016-04-02,KT,SK,A,Final,Loss,3.0,4.0,문학,
20160402KTSK0_SK,2016-04-02,SK,KT,H,Final,Win,4.0,3.0,문학,
20160403KTSK0_KT,2016-04-03,KT,SK,A,Final,Win,5.0,4.0,문학,
20160403KTSK0_SK,2016-04-03,SK,KT,H,Final,Loss,4.0,5.0,문학,
20160403LTWO0_롯데,2016-04-03,롯데,넥센,A,Final,Loss,5.0,6.0,고척,
20160403LTWO0_넥센,2016-04-03,넥센,롯데,H,Final,Win,6.0,5.0,고척,
20160405WOHH0_넥센,2016-04-05,넥센,한화,A,Final,Loss,5.0,9.0,한밭,
20160405WOHH0_한화,2016-04-05,한화,넥센,H,Final,Win,9.0,5.0,한밭,
20160405NCOB0_NC,2016-04-05,NC,두산,A,Final,Loss,2.0,6.0,잠실,
20160405NCOB0_두산,2016-04-05,두산,NC,H,Final,Win,6.0,2.0,잠실,
20160405SKLT0_SK,2016-04-05,SK,롯데,A,Final,Loss,1.0,2.0,사직,
20160405SKLT0_롯데,2016-04-05,롯데,SK,H,Final,Win,2.0,1.0,사직,
20160405LGHT0_LG,2016-04-05,LG,KIA,A,Final,Loss,1.0,4.0,광주,
20160405LGHT0_KIA,2016-04-05,KIA,LG,H,Final,Win,4.0,1.0,광주,
20160405SSKT0_삼성,2016-04-05,삼성,KT,A,Final,Loss,3.0,8.0,수원,
20160405SSKT0_KT,2016-04-05,KT,삼성,H,Final,Win,8.0,3.0,수원,
20160406WOHH0_넥센,2016-04-06,넥센,한화,A,Final,Win,6.0,4.0,한밭,
20160406WOHH0_한화,2016-04-06,한화,넥센,H,Final,Loss,4.0,6.0,한밭,
20160406NCOB0_NC,2016-04-06,NC,두산,A,Final,Loss,0.0,2.0,잠실,
20160406NCOB0_두산,2016-04-06,두산,NC,H,Final,Win,2.0,0.0,잠실,
20160406SKLT0_SK,2016-04-06,SK,롯데,A,Final,Loss,1.0,11.0,사직,
20160406SKLT0_롯데,2016-04-06,롯데,SK,H,Final,Win,11.0,1.0,사직,
20160406SSKT0_삼성,2016-04-06,삼성,KT,A,Final,Win,11.0,6.0,수원,
20160406SSKT0_KT,2016-04-06,KT,삼성,H,Final,Loss,6.0,11.0,수원,
20160407WOHH0_넥센,2016-04-07,넥센,한화,A,Final,Win,7.0,3.0,한밭,
20160407WOHH0_한화,2016-04-07,한화,넥센,H,Final,Loss,3.0,7.0,한밭,
20160407NCOB0_NC,2016-04-07,NC,두산,A,Final,Win,8.0,2.0,잠실,
20160407NCOB0_두산,2016-04-07,두산,NC,H,Final,Loss,2.0,8.0,잠실,
20160407SKLT0_SK,2016-04-07,SK,롯데,A,Final,Win,8.0,3.0,사직,
20160407SKLT0_롯데,2016-04-07,롯데,SK,H,Final,Loss,3.0,8.0,사직,
20160407LGHT0_LG,2016-04-07,LG,KIA,A,Final,Win,8.0,4.0,광주,
20160407LGHT0_KIA,2016-04-07,KIA,LG,H,Final,Loss,4.0,8.0,광주,
20160407SSKT0_삼성,2016-04-07,삼성,KT,A,Final,Win,3.0,1.0,수원,
20160407SSKT0_KT,2016-04-07,KT,삼성,H,Final,Loss,1.0,3.0,수원,
20160408HHNC0_한화,2016-04-08,한화,NC,A,Final,Loss,4.0,5.0,마산,
20160408HHNC0_NC,2016-04-08,NC,한화,H,Final,Win,5.0,4.0,마산,
20160408WOOB0_넥센,2016-04-08,넥센,두산,A,Final,Loss,4.0,6.0,잠실,
20160408WOOB0_두산,2016-04-08,두산,넥센,H,Final,Win,6.0,4.0,잠실,
20160408SSLT0_삼성,2016-04-08,삼성,롯데,A,Final,Win,7.0,3.0,사직,
20160408SSLT0_롯데,2016-04-08,롯데,삼성,H,Final,Loss,3.0,7.0,사직,
20160408LGSK0_LG,2016-04-08,LG,SK,A,Final,Loss,2.0,3.0,문학,
20160408LGSK0_SK,2016-04-08,SK,LG,H,Final,Win,3.0,2.0,문학,
20160408HTKT0_KIA,2016-04-08,KIA,KT,A,Final,Loss,0.0,4.0,수원,
20160408HTKT0_KT,2016-04-08,KT,KIA,H,Final,Win,4.0,0.0,수원,
20160409SSLT0_삼성,2016-04-09,삼성,롯데,A,Final,Loss,4.0,7.0,사직,
20160409SSLT0_롯데,2016-04-09,롯데,삼성,H,Final,Win,7.0,4.0,사직,
20160409HHNC0_한화,2016-04-09,한화,NC,A,Final,Loss,1.0,10.0,마산,
20160409HHNC0_NC,2016-04-09,NC,한화,H,Final,Win,10.0,1.0,마산,
20160409LGSK0_LG,2016-04-09,LG,SK,A,Final,Loss,3.0,4.0,문학,
20160409LGSK0_SK,2016-04-09,SK,LG,H,Final,Win,4.0,3.0,문학,
20160409HTKT0_KIA,2016-04-09,KIA,KT,A,Final,Win,6.0,3.0,수원,
20160409HTKT0_KT,2016-04-09,KT,KIA,H,Final,Loss,3.0,6.0,수원,
20160410HHNC0_한화,2016-04-10,한화,NC,A,Final,Win,2.0,1.0,마산,
20160410HHNC0_NC,2016-04-10,NC,한화,H,Final,Loss,1.0,2.0,마산,
20160410WOOB0_넥센,2016-04-10,넥센,두산,A,Final,Win,5.0,4.0,잠실,
20160410WOOB0_두산,2016-04-10,두산,넥센,H,Final,Loss,4.0,5.0,잠실,
20160410SSLT0_삼성,2016-04-10,삼성,롯데,A,Final,Loss,1.0,5.0,사직,
20160410SSLT0_롯데,2016-04-10,롯데,삼성,H,Final,Win,5.0,1.0,사직,
20160410HTKT0_KIA,2016-04-10,KIA,KT,A,Final,Loss,6.0,9.0,수원,
20160410HTKT0_KT,2016-04-10,KT,KIA,H,Final,Win,9.0,6.0,수원,
20160410LGSK0_LG,2016-04-10,LG,SK,A,Final,Loss,6.0,7.0,문학,
20160410LGSK0_SK,2016-04-10,SK,LG,H,Final,Win,7.0,6.0,문학,
20160412OBHH0_두산,2016-04-12,두산,한화,A,Final,Win,8.0,2.0,한밭,
20160412OBHH0_한화,2016-04-12,한화,두산,H,Final,Loss,2.0,8.0,한밭,
20160412LTLG0_롯데,2016-04-12,롯데,LG,A,Final,Loss,11.0,12.0,잠실,
20160412LTLG0_LG,2016-04-12,LG,롯데,H,Final,Win,12.0,11.0,잠실,
20160412NCSS0_NC,2016-04-12,NC,삼성,A,Final,Loss,5.0,16.0,대구,
20160412NCSS0_삼성,2016-04-12,삼성,NC,H,Final,Win,16.0,5.0,대구,
20160412HTSK0_KIA,2016-04-12,KIA,SK,A,Final,Win,7.0,6.0,문학,
20160412HTSK0_SK,2016-04-12,SK,KIA,H,Final,Loss,6.0,7.0,문학,
20160412KTWO0_KT,2016-04-12,KT,넥센,A,Final,Loss,2.0,5.0,고척,
20160412KTWO0_넥센,2016-04-12,넥센,KT,H,Final,Win,5.0,2.0,고척,
20160413OBHH0_두산,2016-04-13,두산,한화,A,Final,Win,7.0,3.0,한밭,
20160413OBHH0_한화,2016-04-13,한화,두산,H,Final,Loss,3.0,7.0,한밭,
20160413LTLG0_롯데,2016-04-13,롯데,LG,A,Final,Loss,3.0,5.0,잠실,
20160413LTLG0_LG,2016-04-13,LG,롯데,H,Final,Win,5.0,3.0,잠실,
20160413NCSS0_NC,2016-04-13,NC,삼성,A,Final,Win,7.0,2.0,대구,
20160413NCSS0_삼성,2016-04-13,삼성,NC,H,Final,Loss,2.0,7.0,대구,
20160413HTSK0_KIA,2016-04-13,KIA,SK,A,Final,Loss,0.0,2.0,문학,
20160413HTSK0_SK,2016-04-13,SK,KIA,H,Final,Win,2.0,0.0,문학,
20160413KTWO0_KT,2016-04-13,KT,넥센,A,Final,Win,7.0,6.0,고척,
20160413KTWO0_넥센,2016-04-13,넥센,KT,H,Final,Loss,6.0,7.0,고척,
20160414OBHH0_두산,2016-04-14,두산,한화,A,Final,Win,17.0,2.0,한밭,
20160414OBHH0_한화,2016-04-14,한화,두산,H,Final,Loss,2.0,17.0,한밭,
20160414LTLG0_롯데,2016-04-14,롯데,LG,A,Final,Win,9.0,0.0,잠실,
20160414LTLG0_LG,2016-04-14,LG,롯데,H,Final,Loss,0.0,9.0,잠실,
20160414NCSS0_NC,2016-04-14,NC,삼성,A,Final,Loss,5.0,7.0,대구,
20160414NCSS0_삼성,2016-04-14,삼성,NC,H,Final,Win,7.0,5.0,대구,
20160414HTSK0_KIA,2016-04-14,KIA,SK,A,Final,Loss,6.0,7.0,문학,
20160414HTSK0_SK,2016-04-14,SK,KIA,H,Final,Win,7.0,6.0,문학,
20160414KTWO0_KT,2016-04-14,KT,넥센,A,Final,Win,5.0,4.0,고척,
20160414KTWO0_넥센,2016-04-14,넥센,KT,H,Final,Loss,4.0,5.0,고척,
20160415LGHH0_LG,2016-04-15,LG,한화,A,Final,Win,18.0,2.0,한밭,
20160415LGHH0_한화,2016-04-15,한화,LG,H,Final,Loss,2.0,18.0,한밭,
20160415LTNC0_롯데,2016-04-15,롯데,NC,A,Final,Loss,0.0,3.0,마산,
20160415LTNC0_NC,2016-04-15,NC,롯데,H,Final,Win,3.0,0.0,마산,
20160415SSOB0_삼성,2016-04-15,삼성,두산,A,Final,Loss,2.0,7.0,잠실,
20160415SSOB0_두산,2016-04-15,두산,삼성,H,Final,Win,7.0,2.0,잠실,
20160415WOHT0_넥센,2016-04-15,넥센,KIA,A,Final,Loss,6.0,11.0,광주,
20160415WOHT0_KIA,2016-04-15,KIA,넥센,H,Final,Win,11.0,6.0,광주,
20160415SKKT0_SK,2016-04-15,SK,KT,A,Final,Win,7.0,3.0,수원,
20160415SKKT0_KT,2016-04-15,KT,SK,H,Final,Loss,3.0,7.0,수원,
20160417LTNC0_롯데,2016-04-17,롯데,NC,A,Final,Win,8.0,5.0,마산,
20160417LTNC0_NC,2016-04-17,NC,롯데,H,Final,Loss,5.0,8.0,마산,
20160417SSOB0_삼성,2016-04-17,삼성,두산,A,Final,Loss,2.0,6.0,잠실,
20160417SSOB0_두산,2016-04-17,두산,삼성,H,Final,Win,6.0,2.0,잠실,
20160417WOHT0_넥센,2016-04-17,넥센,KIA,A,Final,Win,2.0,1.0,광주,
20160417WOHT0_KIA,2016-04-17,KIA,넥센,H,Final,Loss,1.0,2.0,광주,
20160417SKKT0_SK,2016-04-17,SK,KT,A,Final,Win,10.0,6.0,수원,
20160417SKKT0_KT,2016-04-17,KT,SK,H,Final,Loss,6.0,10.0,수원,
20160417LGHH0_LG,2016-04-17,LG,한화,A,Final,Win,6.0,4.0,한밭,
20160417LGHH0_한화,2016-04-17,한화,LG,H,Final,Loss,4.0,6.0,한밭,
20160419NCLG0_NC,2016-04-19,NC,LG,A,Final,Win,8.0,1.0,잠실,
20160419NCLG0_LG,2016-04-19,LG,NC,H,Final,Loss,1.0,8.0,잠실,
20160419HHLT0_한화,2016-04-19,한화,롯데,A,Final,Loss,3.0,4.0,사직,
20160419HHLT0_롯데,2016-04-19,롯데,한화,H,Final,Win,4.0,3.0,사직,
20160419WOSK0_넥센,2016-04-19,넥센,SK,A,Final,Win,3.0,1.0,문학,
20160419WOSK0_SK,2016-04-19,SK,넥센,H,Final,Loss,1.0,3.0,문학,
20160419SSHT0_삼성,2016-04-19,삼성,KIA,A,Final,Loss,2.0,7.0,광주,
20160419SSHT0_KIA,2016-04-19,KIA,삼성,H,Final,Win,7.0,2.0,광주,
20160419OBKT0_두산,2016-04-19,두산,KT,A,Final,Win,3.0,2.0,수원,
20160419OBKT0_KT,2016-04-19,KT,두산,H,Final,Loss,2.0,3.0,수원,
20160420NCLG0_NC,2016-04-20,NC,LG,A,Final,Loss,3.0,6.0,잠실,
20160420NCLG0_LG,2016-04-20,LG,NC,H,Final,Win,6.0,3.0,잠실,
20160420HHLT0_한화,2016-04-20,한화,롯데,A,Final,Loss,4.0,10.0,사직,
20160420HHLT0_롯데,2016-04-20,롯데,한화,H,Final,Win,10.0,4.0,사직,
20160420WOSK0_넥센,2016-04-20,넥센,SK,A,Final,Loss,1.0,9.0,문학,
20160420WOSK0_SK,2016-04-20,SK,넥센,H,Final,Win,9.0,1.0,문학,
20160420SSHT0_삼성,2016-04-20,삼성,KIA,A,Final,Win,2.0,1.0,광주,
20160420SSHT0_KIA,2016-04-20,KIA,삼성,H,Final,Loss,1.0,2.0,광주,
20160420OBKT0_두산,2016-04-20,두산,KT,A,Final,Win,13.0,4.0,수원,
20160420OBKT0_KT,2016-04-20,KT,두산,H,Final,Loss,4.0,13.0,수원,
20160421NCLG0_NC,2016-04-21,NC,LG,A,Final,Win,8.0,5.0,잠실,
20160421NCLG0_LG,2016-04-21,LG,NC,H,Final,Loss,5.0,8.0,잠실,
20160421HHLT0_한화,2016-04-21,한화,롯데,A,Final,Win,9.0,5.0,사직,
20160421HHLT0_롯데,2016-04-21,롯데,한화,H,Final,Loss,5.0,9.0,사직,
20160421WOSK0_넥센,2016-04-21,넥센,SK,A,Final,Loss,2.0,3.0,문학,
20160421WOSK0_SK,2016-04-21,SK,넥센,H,Final,Win,3.0,2.0,문학,
20160421SSHT0_삼성,2016-04-21,삼성,KIA,A,Final,Win,8.0,1.0,광주,
20160421SSHT0_KIA,2016-04-21,KIA,삼성,H,Final,Loss,1.0,8.0,광주,
20160421OBKT0_두산,2016-04-21,두산,KT,A,Final,Loss,3.0,8.0,수원,
20160421OBKT0_KT,2016-04-21,KT,두산,H,Final,Win,8.0,3.0,수원,
20160422HHOB0_한화,2016-04-22,한화,두산,A,Final,Loss,2.0,8.0,잠실,
20160422HHOB0_두산,2016-04-22,두산,한화,H,Final,Win,8.0,2.0,잠실,
20160422KTSS0_KT,2016-04-22,KT,삼성,A,Final,Win,13.0,3.0,대구,
20160422KTSS0_삼성,2016-04-22,삼성,KT,H,Final,Loss,3.0,13.0,대구,
20160422HTLT0_KIA,2016-04-22,KIA,롯데,A,Final,Loss,5.0,7.0,사직,
20160422HTLT0_롯데,2016-04-22,롯데,KIA,H,Final,Win,7.0,5.0,사직,
20160422NCSK0_NC,2016-04-22,NC,SK,A,Final,Win,6.0,5.0,문학,
20160422NCSK0_SK,2016-04-22,SK,NC,H,Final,Loss,5.0,6.0,문학,
20160422LGWO0_LG,2016-04-22,LG,넥센,A,Final,Loss,2.0,10.0,고척,
20160422LGWO0_넥센,2016-04-22,넥센,LG,H,Final,Win,10.0,2.0,고척,
20160423HHOB0_한화,2016-04-23,한화,두산,A,Final,Loss,2.0,3.0,잠실,
20160423HHOB0_두산,2016-04-23,두산,한화,H,Final,Win,3.0,2.0,잠실,
20160423KTSS0_KT,2016-04-23,KT,삼성,A,Final,Win,11.0,6.0,대구,
20160423KTSS0_삼성,2016-04-23,삼성,KT,H,Final,Loss,6.0,11.0,대구,
20160423HTLT0_KIA,2016-04-23,KIA,롯데,A,Final,Win,16.0,10.0,사직,
20160423HTLT0_롯데,2016-04-23,롯데,KIA,H,Final,Loss,10.0,16.0,사직,
20160423NCSK0_NC,2016-04-23,NC,SK,A,Final,Loss,2.0,8.0,문학,
20160423NCSK0_SK,2016-04-23,SK,NC,H,Final,Win,8.0,2.0,문학,
20160423LGWO0_LG,2016-04-23,LG,넥센,A,Final,Loss,2.0,14.0,고척,
20160423LGWO0_넥센,2016-04-23,넥센,LG,H,Final,Win,14.0,2.0,고척,
20160424KTSS0_KT,2016-04-24,KT,삼성,A,Final,Loss,0.0,6.0,대구,
20160424KTSS0_삼성,2016-04-24,삼성,KT,H,Final,Win,6.0,0.0,대구,
20160424HTLT0_KIA,2016-04-24,KIA,롯데,A,Final,Win,11.0,4.0,사직,
20160424HTLT0_롯데,2016-04-24,롯데,KIA,H,Final,Loss,4.0,11.0,사직,
20160424NCSK0_NC,2016-04-24,NC,SK,A,Final,Loss,2.0,3.0,문학,
20160424NCSK0_SK,2016-04-24,SK,NC,H,Final,Win,3.0,2.0,문학,
20160424LGWO0_LG,2016-04-24,LG,넥센,A,Final,Win,5.0,3.0,고척,
20160424LGWO0_넥센,2016-04-24,넥센,LG,H,Final,Loss,3.0,5.0,고척,
20160424HHOB0_한화,2016-04-24,한화,두산,A,Final,Loss,1.0,5.0,잠실,
20160424HHOB0_두산,2016-04-24,두산,한화,H,Final,Win,5.0,1.0,잠실,
20160426HTHH0_KIA,2016-04-26,KIA,한화,A,Final,Loss,2.0,4.0,한밭,
20160426HTHH0_한화,2016-04-26,한화,KIA,H,Final,Win,4.0,2.0,한밭,
20160426WONC0_넥센,2016-04-26,넥센,NC,A,Final,Loss,3.0,4.0,마산,
20160426WONC0_NC,2016-04-26,NC,넥센,H,Final,Win,4.0,3.0,마산,
20160426SKOB0_SK,2016-04-26,SK,두산,A,Final,Loss,3.0,4.0,잠실,
20160426SKOB0_두산,2016-04-26,두산,SK,H,Final,Win,4.0,3.0,잠실,
20160426LGSS0_LG,2016-04-26,LG,삼성,A,Final,Win,2.0,0.0,대구,
20160426LGSS0_삼성,2016-04-26,삼성,LG,H,Final,Loss,0.0,2.0,대구,
20160426LTKT0_롯데,2016-04-26,롯데,KT,A,Final,Loss,1.0,2.0,수원,
20160426LTKT0_KT,2016-04-26,KT,롯데,H,Final,Win,2.0,1.0,수원,
20160427SKOB0_SK,2016-04-27,SK,두산,A,Final,Win,3.0,1.0,잠실,
20160427SKOB0_두산,2016-04-27,두산,SK,H,Final,Loss,1.0,3.0,잠실,
20160427LTKT0_롯데,2016-04-27,롯데,KT,A,Final,Win,4.0,0.0,수원,
20160427LTKT0_KT,2016-04-27,KT,롯데,H,Final,Loss,0.0,4.0,수원,
20160428HTHH0_KIA,2016-04-28,KIA,한화,A,Final,Loss,2.0,3.0,한밭,
20160428HTHH0_한화,2016-04-28,한화,KIA,H,Final,Win,3.0,2.0,한밭,
20160428WONC0_넥센,2016-04-28,넥센,NC,A,Final,Win,4.0,2.0,마산,
20160428WONC0_NC,2016-04-28,NC,넥센,H,Final,Loss,2.0,4.0,마산,
20160428SKOB0_SK,2016-04-28,SK,두산,A,Final,Loss,1.0,4.0,잠실,
20160428SKOB0_두산,2016-04-28,두산,SK,H,Final,Win,4.0,1.0,잠실,
20160428LGSS0_LG,2016-04-28,LG,삼성,A,Final,Loss,7.0,9.0,대구,
20160428LGSS0_삼성,2016-04-28,삼성,LG,H,Final,Win,9.0,7.0,대구,
20160428LTKT0_롯데,2016-04-28,롯데,KT,A,Final,Win,8.0,3.0,수원,
20160428LTKT0_KT,2016-04-28,KT,롯데,H,Final,Loss,3.0,8.0,수원,
20160429SSHH0_삼성,2016-04-29,삼성,한화,A,Final,Loss,5.0,10.0,한밭,
20160429SSHH0_한화,2016-04-29,한화,삼성,H,Final,Win,10.0,5.0,한밭,
20160429KTLG0_KT,2016-04-29,KT,LG,A,Final,Loss,3.0,4.0,잠실,
20160429KTLG0_LG,2016-04-29,LG,KT,H,Final,Win,4.0,3.0,잠실,
20160429NCLT0_NC,2016-04-29,NC,롯데,A,Final,Win,6.0,3.0,사직,
20160429NCLT0_롯데,2016-04-29,롯데,NC,H,Final,Loss,3.0,6.0,사직,
20160429OBHT0_두산,2016-04-29,두산,KIA,A,Final,Loss,1.0,4.0,광주,
20160429OBHT0_KIA,2016-04-29,KIA,두산,H,Final,Win,4.0,1.0,광주,
20160429SKWO0_SK,2016-04-29,SK,넥센,A,Final,Win,4.0,3.0,고척,
20160429SKWO0_넥센,2016-04-29,넥센,SK,H,Final,Loss,3.0,4.0,고척,
20160430SSHH0_삼성,2016-04-30,삼성,한화,A,Final,Win,6.0,3.0,한밭,
20160430SSHH0_한화,2016-04-30,한화,삼성,H,Final,Loss,3.0,6.0,한밭,
20160430KTLG0_KT,2016-04-30,KT,LG,A,Final,Win,3.0,2.0,잠실,
20160430KTLG0_LG,2016-04-30,LG,KT,H,Final,Loss,2.0,3.0,잠실,
20160430NCLT0_NC,2016-04-30,NC,롯데,A,Final,Win,8.0,1.0,사직,
20160430NCLT0_롯데,2016-04-30,롯데,NC,H,Final,Loss,1.0,8.0,사직,
20160430OBHT0_두산,2016-04-30,두산,KIA,A,Final,Win,7.0,5.0,광주,
20160430OBHT0_KIA,2016-04-30,KIA,두산,H,Final,Loss,5.0,7.0,광주,
20160430SKWO0_SK,2016-04-30,SK,넥센,A,Final,Win,5.0,1.0,고척,
20160430SKWO0_넥센,2016-04-30,넥센,SK,H,Final,Loss,1.0,5.0,고척,
20160501SSHH0_삼성,2016-05-01,삼성,한화,A,Final,Loss,8.0,9.0,한밭,
20160501SSHH0_한화,2016-05-01,한화,삼성,H,Final,Win,9.0,8.0,한밭,
20160501KTLG0_KT,2016-05-01,KT,LG,A,Final,Loss,2.0,4.0,잠실,
20160501KTLG0_LG,2016-05-01,LG,KT,H,Final,Win,4.0,2.0,잠실,
20160501NCLT0_NC,2016-05-01,NC,롯데,A,Final,Win,5.0,2.0,사직,
20160501NCLT0_롯데,2016-05-01,롯데,NC,H,Final,Loss,2.0,5.0,사직,
20160501SKWO0_SK,2016-05-01,SK,넥센,A,Final,Loss,1.0,11.0,고척,
20160501SKWO0_넥센,2016-05-01,넥센,SK,H,Final,Win,11.0,1.0,고척,
20160501OBHT0_두산,2016-05-01,두산,KIA,A,Final,Win,4.0,1.0,광주,
20160501OBHT0_KIA,2016-05-01,KIA,두산,H,Final,Loss,1.0,4.0,광주,
20160503WOSS0_넥센,2016-05-03,넥센,삼성,A,Final,Win,5.0,0.0,대구,
20160503WOSS0_삼성,2016-05-03,삼성,넥센,H,Final,Loss,0.0,5.0,대구,
20160503HHSK0_한화,2016-05-03,한화,SK,A,Final,Win,7.0,2.0,문학,
20160503HHSK0_SK,2016-05-03,SK,한화,H,Final,Loss,2.0,7.0,문학,
20160503LTHT0_롯데,2016-05-03,롯데,KIA,A,Final,Loss,2.0,3.0,광주,
20160503LTHT0_KIA,2016-05-03,KIA,롯데,H,Final,Win,3.0,2.0,광주,
20160504OBLG0_두산,2016-05-04,두산,LG,A,Final,Win,17.0,1.0,잠실,
20160504OBLG0_LG,2016-05-04,LG,두산,H,Final,Loss,1.0,17.0,잠실,
20160504WOSS0_넥센,2016-05-04,넥센,삼성,A,Final,Win,6.0,3.0,대구,
20160504WOSS0_삼성,2016-05-04,삼성,넥센,H,Final,Loss,3.0,6.0,대구,
20160504HHSK0_한화,2016-05-04,한화,SK,A,Final,Loss,1.0,5.0,문학,
20160504HHSK0_SK,2016-05-04,SK,한화,H,Final,Win,5.0,1.0,문학,
20160504LTHT0_롯데,2016-05-04,롯데,KIA,A,Final,Loss,2.0,3.0,광주,
20160504LTHT0_KIA,2016-05-04,KIA,롯데,H,Final,Win,3.0,2.0,광주,
20160504NCKT0_NC,2016-05-04,NC,KT,A,Final,Win,8.0,6.0,수원,
20160504NCKT0_KT,2016-05-04,KT,NC,H,Final,Loss,6.0,8.0,수원,
20160505OBLG0_두산,2016-05-05,두산,LG,A,Final,Loss,7.0,8.0,잠실,
20160505OBLG0_LG,2016-05-05,LG,두산,H,Final,Win,8.0,7.0,잠실,
20160505WOSS0_넥센,2016-05-05,넥센,삼성,A,Final,Loss,2.0,5.0,대구,
20160505WOSS0_삼성,2016-05-05,삼성,넥센,H,Final,Win,5.0,2.0,대구,
20160505HHSK0_한화,2016-05-05,한화,SK,A,Final,Loss,6.0,19.0,문학,
20160505HHSK0_SK,2016-05-05,SK,한화,H,Final,Win,19.0,6.0,문학,
20160505LTHT0_롯데,2016-05-05,롯데,KIA,A,Final,Loss,1.0,17.0,광주,
20160505LTHT0_KIA,2016-05-05,KIA,롯데,H,Final,Win,17.0,1.0,광주,
20160505NCKT0_NC,2016-05-05,NC,KT,A,Final,Win,15.0,2.0,수원,
20160505NCKT0_KT,2016-05-05,KT,NC,H,Final,Loss,2.0,15.0,수원,
20160506LGNC0_LG,2016-05-06,LG,NC,A,Final,Loss,2.0,13.0,마산,
20160506LGNC0_NC,2016-05-06,NC,LG,H,Final,Win,13.0,2.0,마산,
20160506LTOB0_롯데,2016-05-06,롯데,두산,A,Final,Win,7.0,0.0,잠실,
20160506LTOB0_두산,2016-05-06,두산,롯데,H,Final,Loss,0.0,7.0,잠실,
20160506SKSS0_SK,2016-05-06,SK,삼성,A,Final,Loss,4.0,5.0,대구,
20160506SKSS0_삼성,2016-05-06,삼성,SK,H,Final,Win,5.0,4.0,대구,
20160506HHKT0_한화,2016-05-06,한화,KT,A,Final,Loss,3.0,10.0,수원,
20160506HHKT0_KT,2016-05-06,KT,한화,H,Final,Win,10.0,3.0,수원,
20160506HTWO0_KIA,2016-05-06,KIA,넥센,A,Final,Loss,6.0,15.0,고척,
20160506HTWO0_넥센,2016-05-06,넥센,KIA,H,Final,Win,15.0,6.0,고척,
20160507LGNC0_LG,2016-05-07,LG,NC,A,Final,Loss,1.0,4.0,마산,
20160507LGNC0_NC,2016-05-07,NC,LG,H,Final,Win,4.0,1.0,마산,
20160507LTOB0_롯데,2016-05-07,롯데,두산,A,Final,Win,5.0,0.0,잠실,
20160507LTOB0_두산,2016-05-07,두산,롯데,H,Final,Loss,0.0,5.0,잠실,
20160507SKSS0_SK,2016-05-07,SK,삼성,A,Final,Win,6.0,3.0,대구,
20160507SKSS0_삼성,2016-05-07,삼성,SK,H,Final,Loss,3.0,6.0,대구,
20160507HHKT0_한화,2016-05-07,한화,KT,A,Final,Loss,10.0,17.0,수원,
20160507HHKT0_KT,2016-05-07,KT,한화,H,Final,Win,17.0,10.0,수원,
20160507HTWO0_KIA,2016-05-07,KIA,넥센,A,Final,Loss,3.0,4.0,고척,
20160507HTWO0_넥센,2016-05-07,넥센,KIA,H,Final,Win,4.0,3.0,고척,
20160508LGNC0_LG,2016-05-08,LG,NC,A,Final,Loss,5.0,11.0,마산,
20160508LGNC0_NC,2016-05-08,NC,LG,H,Final,Win,11.0,5.0,마산,
20160508LTOB0_롯데,2016-05-08,롯데,두산,A,Final,Win,17.0,11.0,잠실,
20160508LTOB0_두산,2016-05-08,두산,롯데,H,Final,Loss,11.0,17.0,잠실,
20160508SKSS0_SK,2016-05-08,SK,삼성,A,Final,Loss,7.0,8.0,대구,
20160508SKSS0_삼성,2016-05-08,삼성,SK,H,Final,Win,8.0,7.0,대구,
20160508HHKT0_한화,2016-05-08,한화,KT,A,Final,Loss,4.0,7.0,수원,
