source,player_rows,pitcher_rows,covered_games,first_date,last_date,model_games,explicit_pitcher_log_rows,has_explicit_starter_flag,usable_for_full_historical_training,decision
data/weekly/player_game_stats.csv,1056,264,44,2026-03-24,2026-05-13,7477,0,False,False,2026년 일부 경기만 포함하고 명시적 선발 구분이 없어 전체 역사 학습 피처로 사용하지 않습니다.
