as_of,overall_games,overall_correct,overall_accuracy,best_segment_games,best_segment_correct,best_segment_accuracy,current_season_games,current_season_correct,current_season_accuracy,post_dashboard_games,post_dashboard_correct,post_dashboard_accuracy,daily_top_pick_games,daily_top_pick_correct,daily_top_pick_accuracy,target_accuracy,gap_to_85,status,improvement_notes
2026-08-23,302,169,0.56,105,63,0.6,105,63,0.6,34,21,0.618,39,28,0.718,0.85,0.25,target_not_met,"['KT 85% 목표는 아직 달성하지 못했습니다.', '50~55%대 예측은 selected-pick에서 제외하고 관망으로 유지합니다.', '선발/불펜/라인업 확정 전 확률은 재계산 대상으로 표시합니다.']"
