game_date,season,home_team,away_team,opponent,is_home,evaluation_mode,segment_name,display_segment_name,included_in_best_segment,prediction_cutoff_type,predicted_winner,predicted_probability,actual_winner,correct,production_predicted_winner,production_predicted_probability,kt_challenger_predicted_winner,kt_challenger_probability,model_agrees_with_production,feature_set,data_available_before_cutoff,leakage_audit_passed,interpretation
2025-09-25,2025,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.546,KT,True,SSG,0.515,KT,0.54557,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-26,2025,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.551,SSG,False,SSG,0.514,KT,0.550653,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-30,2025,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.561,NC,True,KT,0.503,NC,0.438672,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-10-01,2025,KIA,KT,KIA,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.629,KT,True,KT,0.567,KT,0.629069,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-03-28,2026,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.549,KT,True,LG,0.526,KT,0.549274,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-03-29,2026,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.615,KT,False,LG,0.536,LG,0.385045,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-03-31,2026,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.61,KT,False,한화,0.535,한화,0.38966,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-01,2026,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.553,KT,False,한화,0.525,한화,0.446529,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-02,2026,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.526,KT,True,한화,0.507,KT,0.525732,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-03,2026,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.617,삼성,False,KT,0.541,KT,0.616923,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-04,2026,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.603,삼성,False,KT,0.557,KT,0.602829,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-05,2026,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.575,KT,True,KT,0.53,KT,0.575183,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-07,2026,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.6,KT,True,KT,0.565,KT,0.599881,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-08,2026,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.596,롯데,False,KT,0.559,KT,0.595953,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-10,2026,KT,두산,두산,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.557,두산,False,KT,0.586,KT,0.556745,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-11,2026,KT,두산,두산,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.536,KT,False,KT,0.552,두산,0.463971,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-12,2026,KT,두산,두산,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.515,KT,True,KT,0.541,KT,0.515162,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-14,2026,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.579,NC,False,KT,0.555,KT,0.578856,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-15,2026,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.513,KT,True,NC,0.513,KT,0.512758,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-16,2026,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.566,KT,True,KT,0.536,KT,0.56593,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-17,2026,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.578,KT,True,KT,0.561,KT,0.578416,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-18,2026,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.526,KT,True,KT,0.577,KT,0.52643,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-19,2026,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.589,키움,False,KT,0.576,KT,0.589361,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-21,2026,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.515,KT,False,KT,0.551,KIA,0.484852,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-22,2026,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.528,KT,False,KT,0.557,KIA,0.47242,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-23,2026,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.559,KT,True,KT,0.56,KT,0.558728,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-24,2026,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.507,SSG,False,SSG,0.521,KT,0.506802,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-25,2026,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.523,SSG,False,SSG,0.522,KT,0.522582,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-26,2026,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.59,KT,True,SSG,0.532,KT,0.590191,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-28,2026,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.552,KT,False,KT,0.53,LG,0.447661,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-29,2026,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.518,KT,False,KT,0.542,LG,0.481933,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-04-30,2026,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.531,LG,False,KT,0.58,KT,0.531329,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-01,2026,KIA,KT,KIA,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.501,KT,True,KT,0.575,KT,0.501084,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-02,2026,KIA,KT,KIA,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.603,KIA,True,KT,0.533,KIA,0.396928,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-03,2026,KIA,KT,KIA,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.525,KT,True,KT,0.51,KT,0.525296,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-05,2026,KT,롯데,롯데,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.534,KT,True,KT,0.53,KT,0.53416,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-06,2026,KT,롯데,롯데,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.605,롯데,False,KT,0.535,KT,0.60512,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-08,2026,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.65,KT,True,KT,0.562,KT,0.649517,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-10,2026,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.649,키움,False,KT,0.58,KT,0.649357,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-12,2026,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.514,SSG,True,KT,0.556,SSG,0.486363,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-13,2026,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.509,KT,True,KT,0.531,KT,0.508727,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-14,2026,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.533,SSG,False,KT,0.555,KT,0.532574,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-15,2026,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.552,한화,True,KT,0.543,한화,0.447795,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-16,2026,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.545,한화,True,KT,0.525,한화,0.454892,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-17,2026,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.597,KT,False,KT,0.505,한화,0.402799,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-19,2026,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.653,삼성,True,삼성,0.53,삼성,0.346843,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-21,2026,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.508,삼성,True,삼성,0.55,삼성,0.492162,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-22,2026,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.546,KT,False,KT,0.582,NC,0.453995,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-23,2026,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.518,KT,False,KT,0.582,NC,0.482198,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-24,2026,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.585,NC,False,KT,0.581,KT,0.584903,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-26,2026,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.604,KT,False,KT,0.508,두산,0.396161,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-27,2026,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.556,두산,True,KT,0.514,두산,0.443983,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-28,2026,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.59,KT,False,KT,0.5,두산,0.409685,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-29,2026,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.521,KT,True,KT,0.562,KT,0.52145,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-30,2026,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.547,KT,True,KT,0.561,KT,0.546583,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-31,2026,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.633,KT,True,KT,0.56,KT,0.633363,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-02,2026,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.547,LG,True,KT,0.506,LG,0.452807,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-03,2026,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.66,KT,False,KT,0.521,LG,0.340348,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-04,2026,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.622,LG,True,KT,0.516,LG,0.37766,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-05,2026,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.633,SSG,True,KT,0.536,SSG,0.366749,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-06,2026,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.566,KT,False,KT,0.532,SSG,0.434301,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-07,2026,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.636,SSG,True,KT,0.535,SSG,0.363639,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-09,2026,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.552,KT,False,삼성,0.541,삼성,0.448076,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-10,2026,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.538,KT,True,KT,0.519,KT,0.537592,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-11,2026,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.504,삼성,False,KT,0.545,KT,0.503574,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-12,2026,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.58,KT,True,KT,0.541,KT,0.580163,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-13,2026,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.5,KT,True,KT,0.549,KT,0.50024,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-16,2026,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.571,KT,True,두산,0.518,KT,0.570905,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-17,2026,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.545,KT,True,KT,0.502,KT,0.5449,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-18,2026,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.529,두산,False,KT,0.542,KT,0.528918,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-19,2026,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.52,KIA,False,KT,0.526,KT,0.519646,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-20,2026,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.515,KT,True,KIA,0.513,KT,0.5149,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-21,2026,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.528,KIA,False,KT,0.524,KT,0.527883,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-23,2026,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.545,KT,True,KT,0.574,KT,0.545103,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-24,2026,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.574,SSG,True,KT,0.577,SSG,0.425579,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-25,2026,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.568,KT,False,KT,0.574,SSG,0.431742,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-26,2026,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.502,삼성,False,삼성,0.518,KT,0.502286,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-27,2026,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.515,삼성,False,삼성,0.53,KT,0.514559,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-28,2026,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.526,삼성,False,삼성,0.54,KT,0.525957,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-01,2026,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.501,KT,True,한화,0.511,KT,0.501395,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-02,2026,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.538,한화,True,KT,0.502,한화,0.461633,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-03,2026,KT,롯데,롯데,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.517,롯데,True,KT,0.569,롯데,0.48275,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-04,2026,KT,롯데,롯데,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.526,롯데,False,KT,0.531,KT,0.526121,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-05,2026,KT,롯데,롯데,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.519,KT,False,KT,0.505,롯데,0.481249,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-07,2026,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.507,KT,False,KT,0.583,키움,0.493399,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-08,2026,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.532,KT,False,KT,0.583,키움,0.468196,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-16,2026,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.535,KT,True,LG,0.557,KT,0.534999,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-17,2026,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.585,KT,True,LG,0.529,KT,0.584539,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-18,2026,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.559,KT,True,LG,0.52,KT,0.559272,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-19,2026,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.52,KT,True,LG,0.516,KT,0.519862,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-24,2026,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.554,KT,True,KT,0.503,KT,0.554049,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-25,2026,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.522,KT,True,KT,0.501,KT,0.5221,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-26,2026,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.55,롯데,False,KT,0.52,KT,0.550377,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
