game_date,season,home_team,away_team,opponent,is_home,evaluation_mode,segment_name,display_segment_name,included_in_best_segment,prediction_cutoff_type,predicted_winner,predicted_probability,actual_winner,correct,production_predicted_winner,production_predicted_probability,kt_challenger_predicted_winner,kt_challenger_probability,model_agrees_with_production,feature_set,data_available_before_cutoff,leakage_audit_passed,interpretation
2026-05-17,2026,KT,한화,한화,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.54,KT,True,KT,0.505,KT,0.540165,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-19,2026,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.563,삼성,True,삼성,0.53,삼성,0.437426,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-21,2026,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.504,삼성,False,삼성,0.55,KT,0.504296,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-22,2026,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.647,KT,True,KT,0.582,KT,0.647497,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-23,2026,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.636,KT,True,KT,0.582,KT,0.636283,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-24,2026,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.661,NC,False,KT,0.581,KT,0.661462,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-26,2026,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.56,KT,True,KT,0.508,KT,0.56017,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-27,2026,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.547,두산,True,KT,0.514,두산,0.453006,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-28,2026,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.505,KT,True,KT,0.5,KT,0.505174,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-29,2026,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.529,KT,False,KT,0.562,키움,0.471192,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-30,2026,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.53,KT,False,KT,0.561,키움,0.470363,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-05-31,2026,키움,KT,키움,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.53,KT,False,KT,0.56,키움,0.470363,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-02,2026,KT,LG,LG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.573,LG,True,KT,0.506,LG,0.427445,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-03,2026,KT,LG,LG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.598,KT,False,KT,0.521,LG,0.402393,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-04,2026,KT,LG,LG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.646,LG,True,KT,0.516,LG,0.353885,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-05,2026,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.579,SSG,True,KT,0.536,SSG,0.420935,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-06,2026,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.574,KT,False,KT,0.532,SSG,0.42583,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-07,2026,SSG,KT,SSG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.623,SSG,True,KT,0.535,SSG,0.37715,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-09,2026,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.532,KT,False,삼성,0.541,삼성,0.468334,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-10,2026,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.56,KT,False,KT,0.519,삼성,0.440299,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-11,2026,KT,삼성,삼성,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.531,삼성,True,KT,0.545,삼성,0.469076,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-12,2026,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.525,KT,True,KT,0.541,KT,0.52493,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-13,2026,KT,NC,NC,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.509,KT,True,KT,0.549,KT,0.509276,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-16,2026,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.508,KT,True,두산,0.518,KT,0.508231,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-17,2026,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.531,KT,False,KT,0.502,두산,0.469381,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-18,2026,두산,KT,두산,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.568,두산,True,KT,0.542,두산,0.432146,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-19,2026,KT,KIA,KIA,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.55,KIA,True,KT,0.526,KIA,0.450368,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-20,2026,KT,KIA,KIA,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.568,KT,False,KIA,0.513,KIA,0.432168,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-21,2026,KT,KIA,KIA,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.554,KIA,True,KT,0.524,KIA,0.446305,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-23,2026,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.535,KT,True,KT,0.574,KT,0.535445,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-24,2026,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.564,SSG,True,KT,0.577,SSG,0.435743,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-25,2026,KT,SSG,SSG,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.557,KT,False,KT,0.574,SSG,0.442933,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-26,2026,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.589,삼성,True,삼성,0.518,삼성,0.411249,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-27,2026,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.578,삼성,True,삼성,0.53,삼성,0.422324,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-06-28,2026,삼성,KT,삼성,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.564,삼성,True,삼성,0.54,삼성,0.435575,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-01,2026,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.52,KT,True,한화,0.511,KT,0.519815,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-02,2026,한화,KT,한화,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.53,한화,True,KT,0.502,한화,0.469544,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-03,2026,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.64,롯데,True,KT,0.569,롯데,0.360054,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-04,2026,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.596,롯데,True,KT,0.531,롯데,0.404313,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-05,2026,KT,롯데,롯데,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.501,KT,False,KT,0.505,롯데,0.499087,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-07,2026,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.598,KT,False,KT,0.583,키움,0.401758,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-08,2026,KT,키움,키움,True,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.543,KT,True,KT,0.583,KT,0.54313,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-16,2026,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.532,KT,False,LG,0.557,LG,0.468455,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-17,2026,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.556,KT,False,LG,0.529,LG,0.444258,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-18,2026,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.621,KT,False,LG,0.52,LG,0.37943,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-19,2026,LG,KT,LG,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.603,KT,False,LG,0.516,LG,0.396961,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-24,2026,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.655,KT,False,KT,0.503,롯데,0.344652,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-25,2026,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.661,KT,False,KT,0.501,롯데,0.338988,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2026-07-26,2026,롯데,KT,롯데,False,holdout,current_season_2026,holdout_current_season_2026,False,before_first_pitch,롯데,0.666,롯데,True,KT,0.52,롯데,0.334381,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-18,2025,KIA,KT,KIA,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.504,KIA,False,KIA,0.527,KT,0.503662,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-19,2025,KIA,KT,KIA,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.525,KIA,True,KIA,0.538,KIA,0.475295,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-21,2025,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.582,KT,True,KT,0.528,KT,0.582155,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-22,2025,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.579,NC,False,KT,0.544,KT,0.578653,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-24,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.598,KT,True,KT,0.517,KT,0.597675,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-26,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.594,LG,False,KT,0.526,KT,0.594033,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-27,2025,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.598,KT,True,롯데,0.532,KT,0.597717,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-28,2025,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.585,KT,True,롯데,0.53,KT,0.585307,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-06-29,2025,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.562,롯데,False,롯데,0.519,KT,0.562159,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-01,2025,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.539,키움,True,KT,0.575,키움,0.461278,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-02,2025,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.632,KT,False,KT,0.569,키움,0.367556,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-03,2025,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.613,KT,True,KT,0.569,KT,0.612592,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-04,2025,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.507,KT,True,KT,0.534,KT,0.506876,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-05,2025,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.539,두산,False,KT,0.534,KT,0.539061,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-06,2025,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.501,두산,True,KT,0.528,두산,0.499332,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-08,2025,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.68,SSG,False,SSG,0.526,KT,0.680279,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-09,2025,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.55,KT,False,SSG,0.552,SSG,0.450385,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-10,2025,SSG,KT,SSG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.606,KT,True,SSG,0.52,KT,0.606094,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-18,2025,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.53,한화,False,한화,0.532,KT,0.529857,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-19,2025,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.566,한화,True,한화,0.54,한화,0.434163,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-20,2025,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.567,한화,True,한화,0.509,한화,0.433014,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-22,2025,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,NC,0.523,KT,False,NC,0.521,NC,0.477154,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-23,2025,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.551,KT,True,NC,0.507,KT,0.551097,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-24,2025,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.504,KT,True,NC,0.503,KT,0.503712,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-25,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.637,KT,True,KT,0.542,KT,0.637323,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-26,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.591,삼성,False,KT,0.532,KT,0.591256,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-27,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.617,KT,True,KT,0.533,KT,0.617433,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-29,2025,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.509,LG,True,LG,0.528,LG,0.490933,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-30,2025,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.527,LG,False,LG,0.529,KT,0.527198,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-07-31,2025,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.521,LG,False,LG,0.554,KT,0.521325,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-01,2025,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.645,NC,False,KT,0.514,KT,0.644869,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-02,2025,NC,KT,NC,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.517,NC,False,NC,0.528,KT,0.517178,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-05,2025,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.697,KT,False,한화,0.58,한화,0.303354,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-06,2025,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.524,한화,True,한화,0.587,한화,0.475542,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-07,2025,한화,KT,한화,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.645,KT,False,한화,0.587,한화,0.354724,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-08,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.567,삼성,True,KT,0.553,삼성,0.432832,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-09,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.574,KT,False,KT,0.53,삼성,0.425606,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-10,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.504,KT,True,KT,0.555,KT,0.504069,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-12,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,LG,0.63,LG,True,LG,0.534,LG,0.369986,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-15,2025,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.622,키움,True,KT,0.538,키움,0.378293,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-16,2025,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.535,키움,True,KT,0.512,키움,0.465227,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-17,2025,키움,KT,키움,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,키움,0.518,KT,False,키움,0.503,키움,0.482054,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-19,2025,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,SSG,0.548,KT,False,SSG,0.513,SSG,0.452015,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-20,2025,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.511,SSG,False,KT,0.512,KT,0.510728,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-21,2025,KT,SSG,SSG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.511,SSG,False,SSG,0.508,KT,0.510972,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-22,2025,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.569,KT,False,두산,0.564,두산,0.43089,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-23,2025,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.509,KT,True,두산,0.552,KT,0.509249,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-24,2025,두산,KT,두산,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.541,KT,True,두산,0.524,KT,0.540986,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-26,2025,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.527,롯데,False,KT,0.535,KT,0.526909,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-27,2025,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.601,KT,True,KT,0.508,KT,0.600985,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-28,2025,롯데,KT,롯데,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.539,롯데,False,KT,0.508,KT,0.539472,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-29,2025,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.535,KIA,False,KT,0.525,KT,0.535263,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-30,2025,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KIA,0.521,KT,False,KT,0.515,KIA,0.479269,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-08-31,2025,KT,KIA,KIA,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.62,KT,True,KT,0.525,KT,0.619946,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-02,2025,KT,NC,NC,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.575,NC,False,KT,0.54,KT,0.574569,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-03,2025,KT,롯데,롯데,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.594,KT,True,KT,0.543,KT,0.594473,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-04,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.519,LG,False,LG,0.561,KT,0.519318,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-09,2025,KT,두산,두산,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,두산,0.544,KT,False,KT,0.511,두산,0.455911,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-11,2025,LG,KT,LG,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.554,KT,True,LG,0.568,KT,0.553749,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-13,2025,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,삼성,0.553,KT,False,삼성,0.52,삼성,0.446932,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-14,2025,삼성,KT,삼성,False,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.612,삼성,False,삼성,0.511,KT,0.612286,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-16,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.597,LG,False,LG,0.51,KT,0.597361,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-18,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.612,LG,False,LG,0.516,KT,0.611554,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-18,2025,KT,LG,LG,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.582,LG,False,LG,0.527,KT,0.581592,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-20,2025,KT,한화,한화,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,한화,0.714,KT,False,한화,0.557,한화,0.285601,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-21,2025,KT,삼성,삼성,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.541,KT,True,삼성,0.53,KT,0.541131,False,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
2025-09-23,2025,KT,키움,키움,True,rolling,current_season_2026,holdout_current_season_2026,False,before_first_pitch,KT,0.586,KT,True,KT,0.555,KT,0.586264,True,kt_all_non_pitching_safe_features,True,True,Not included in current best selected-pick segment.
