comparison,feature_set,baseline_accuracy,candidate_accuracy,accuracy_delta,baseline_brier,candidate_brier,brier_delta,baseline_log_loss,candidate_log_loss,log_loss_delta,baseline_over_55_accuracy,candidate_over_55_accuracy,over_55_accuracy_delta,degraded_segments,suspected_feature_groups,interpretation,recommended_action
current_operational_feature_set_vs_best_non_pitching_candidate,best_non_pitching_candidate,0.571,0.566,-0.005,0.246,0.246,0.0,0.685,0.686,0.001,0.609,0.595,-0.014,winning_streak_accuracy,volatility|momentum|venue_context|month_phase|close_blowout|streak,"2026 기준 후보 accuracy delta는 -0.005, rolling delta는 -0.008로 운영 후보 안정성이 없습니다.",운영 모델 교체 금지. feature group 단위로 2026 저하 원인을 분리하고 모니터링 후보로만 유지.
