prediction_date,season,opponent,is_home,train_games_before_date,model_name,feature_set,predicted_winner,predicted_probability,kt_probability,actual_winner,correct,brier,log_loss,recommendation_grade,production_predicted_winner,production_predicted_probability,production_correct,model_agrees_with_production,interpretation
2026-05-06,2026,롯데,True,1443,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.563,0.562532,롯데,False,0.316,,B등급 / 추천,KT,0.558,False,True,KT rolling backtest uses only KT games before this date.
2026-05-08,2026,키움,False,1444,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.617,0.616671,KT,True,0.147,,B등급 / 추천,KT,0.547,True,True,KT rolling backtest uses only KT games before this date.
2026-05-10,2026,키움,False,1445,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.628,0.628295,키움,False,0.395,,B등급 / 추천,KT,0.587,False,True,KT rolling backtest uses only KT games before this date.
2026-05-12,2026,SSG,True,1446,GradientBoostingClassifier,kt_all_non_pitching_safe_features,SSG,0.52,0.479682,SSG,True,0.23,,C등급 / 약우세,KT,0.565,False,False,KT rolling backtest uses only KT games before this date.
2026-05-13,2026,SSG,True,1447,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.508,0.507595,KT,True,0.242,,D등급 / 관망,KT,0.528,True,True,KT rolling backtest uses only KT games before this date.
2026-05-14,2026,SSG,True,1448,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.534,0.533826,SSG,False,0.285,,C등급 / 약우세,KT,0.57,False,True,KT rolling backtest uses only KT games before this date.
2026-05-15,2026,한화,True,1449,GradientBoostingClassifier,kt_all_non_pitching_safe_features,한화,0.502,0.497699,한화,True,0.248,,D등급 / 관망,KT,0.561,False,False,KT rolling backtest uses only KT games before this date.
2026-05-16,2026,한화,True,1450,GradientBoostingClassifier,kt_all_non_pitching_safe_features,한화,0.576,0.423851,한화,True,0.18,,B등급 / 추천,KT,0.545,False,False,KT rolling backtest uses only KT games before this date.
2026-05-17,2026,한화,True,1451,GradientBoostingClassifier,kt_all_non_pitching_safe_features,한화,0.595,0.405479,KT,False,0.353,,B등급 / 추천,KT,0.521,True,False,KT rolling backtest uses only KT games before this date.
2026-05-19,2026,삼성,False,1452,GradientBoostingClassifier,kt_all_non_pitching_safe_features,삼성,0.591,0.409305,삼성,True,0.168,,B등급 / 추천,삼성,0.525,True,True,KT rolling backtest uses only KT games before this date.
2026-05-21,2026,삼성,False,1453,GradientBoostingClassifier,kt_all_non_pitching_safe_features,삼성,0.519,0.481483,삼성,True,0.232,,D등급 / 관망,삼성,0.554,True,True,KT rolling backtest uses only KT games before this date.
2026-05-22,2026,NC,True,1454,GradientBoostingClassifier,kt_all_non_pitching_safe_features,NC,0.509,0.491392,KT,False,0.259,,D등급 / 관망,KT,0.587,True,False,KT rolling backtest uses only KT games before this date.
2026-05-23,2026,NC,True,1455,GradientBoostingClassifier,kt_all_non_pitching_safe_features,NC,0.504,0.495501,KT,False,0.255,,D등급 / 관망,KT,0.59,True,False,KT rolling backtest uses only KT games before this date.
2026-05-24,2026,NC,True,1456,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.566,0.56611,NC,False,0.32,,B등급 / 추천,KT,0.59,False,True,KT rolling backtest uses only KT games before this date.
2026-05-26,2026,두산,False,1457,GradientBoostingClassifier,kt_all_non_pitching_safe_features,두산,0.567,0.433269,KT,False,0.321,,B등급 / 추천,KT,0.523,True,False,KT rolling backtest uses only KT games before this date.
2026-05-27,2026,두산,False,1458,GradientBoostingClassifier,kt_all_non_pitching_safe_features,두산,0.538,0.461626,두산,True,0.213,,C등급 / 약우세,KT,0.509,False,False,KT rolling backtest uses only KT games before this date.
2026-05-28,2026,두산,False,1459,GradientBoostingClassifier,kt_all_non_pitching_safe_features,두산,0.576,0.424214,KT,False,0.332,,B등급 / 추천,KT,0.524,True,False,KT rolling backtest uses only KT games before this date.
2026-05-29,2026,키움,False,1460,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.547,0.54689,KT,True,0.205,,C등급 / 약우세,KT,0.538,True,True,KT rolling backtest uses only KT games before this date.
2026-05-30,2026,키움,False,1461,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.576,0.576462,KT,True,0.179,,B등급 / 추천,KT,0.544,True,True,KT rolling backtest uses only KT games before this date.
2026-05-31,2026,키움,False,1462,GradientBoostingClassifier,kt_all_non_pitching_safe_features,KT,0.611,0.611457,KT,True,0.151,,B등급 / 추천,KT,0.55,True,True,KT rolling backtest uses only KT games before this date.
