game_id,date,home_team,away_team,home_score,away_score,run_diff,total_runs,target_home_win,home_recent_runs_avg,away_recent_runs_avg,home_recent_allowed_avg,away_recent_allowed_avg,home_season_runs_avg,away_season_runs_avg,home_season_allowed_avg,away_season_allowed_avg,recent_runs_avg_gap,recent_allowed_avg_gap,season_runs_avg_gap,season_allowed_avg_gap,recent_run_diff_gap,season_run_diff_gap,home_recent_10_win_rate,away_recent_10_win_rate,recent_10_win_rate_gap,home_rest_days,away_rest_days,rest_days_gap,venue_win_rate_gap,elo_diff
20190503SSWO0,2019-05-03,키움,삼성,8.0,3.0,5.0,11.0,1,8.4,2.4,5.2,5.6,4.6765,4.9375,5.0294,6.6562,6.0,0.4,-0.261,1.6268,6.4,1.3658,0.6,0.2,0.4,1.0,1.0,0.0,-0.1625,122.6459
20190504HTNC0,2019-05-04,NC,KIA,4.0,1.0,3.0,5.0,1,6.2,6.2,5.8,5.6,4.6061,5.0312,3.4848,5.1562,0.0,-0.2,-0.4252,1.6714,-0.2,1.2462,0.6,0.4,0.2,1.0,1.0,0.0,0.0588,66.5785
20190504KTHH0,2019-05-04,한화,KT,10.0,9.0,1.0,19.0,1,3.6,4.0,4.4,5.0,6.3125,4.3429,5.0938,6.0571,-0.4,0.6,1.9696,0.9634,0.2,2.933,0.5,0.2,0.3,1.0,1.0,0.0,0.3393,66.1644
20190504LGOB0,2019-05-04,두산,LG,3.0,2.0,1.0,5.0,1,4.6,4.4,2.8,4.6,4.4857,4.2121,4.2,5.8182,0.2,1.8,0.2736,1.6182,2.0,1.8918,0.6,0.8,-0.2,1.0,1.0,0.0,0.3725,51.0608
20190504SKLT0,2019-05-04,롯데,SK,4.0,10.0,-6.0,14.0,0,5.2,5.8,7.4,6.4,5.9394,5.697,3.8788,4.697,-0.6,-1.0,0.2424,0.8182,-1.6,1.0606,0.2,0.8,-0.6,1.0,1.0,0.0,-0.1357,-125.9131
20190504SSWO0,2019-05-04,키움,삼성,1.0,3.0,-2.0,4.0,0,9.2,3.0,4.6,5.6,4.6286,4.9091,4.9143,6.7576,6.2,1.0,-0.2805,1.8433,7.2,1.5628,0.7,0.2,0.5,1.0,1.0,0.0,-0.0919,135.8652
20190505HTNC0,2019-05-05,NC,KIA,10.0,3.0,7.0,13.0,1,5.0,5.4,5.2,3.8,4.5294,5.1818,3.7059,5.2727,-0.4,-1.4,-0.6524,1.5668,-1.8,0.9144,0.7,0.4,0.3,1.0,1.0,0.0,0.0,82.7922
20190505KTHH0,2019-05-05,한화,KT,6.0,4.0,2.0,10.0,1,4.8,5.8,4.2,6.4,6.4848,4.3056,5.0,6.1667,-1.0,2.2,2.1793,1.1667,1.2,3.346,0.5,0.1,0.4,1.0,1.0,0.0,0.3743,82.4011
20190505LGOB0,2019-05-05,두산,LG,11.0,2.0,9.0,13.0,1,3.4,4.4,2.8,5.0,4.4722,4.2059,4.1667,5.8235,-1.0,2.2,0.2663,1.6569,1.2,1.9232,0.6,0.8,-0.2,1.0,1.0,0.0,0.4064,68.1425
20190505SKLT0,2019-05-05,롯데,SK,3.0,4.0,-1.0,7.0,0,5.6,7.2,7.6,7.2,6.0882,5.8235,3.8235,4.6471,-1.6,-0.4,0.2647,0.8235,-2.0,1.0882,0.1,0.8,-0.7,1.0,1.0,0.0,-0.1333,-138.9664
20190505SSWO0,2019-05-05,키움,삼성,12.0,2.0,10.0,14.0,1,6.8,3.4,4.2,5.4,4.5556,4.8529,5.1111,6.6765,3.4,1.2,-0.2974,1.5654,4.6,1.268,0.7,0.3,0.4,1.0,1.0,0.0,-0.0882,108.4199
20190507HTOB0,2019-05-07,두산,KIA,4.0,3.0,1.0,7.0,1,5.4,4.4,2.8,5.8,4.6486,5.2059,4.1081,5.2353,1.0,3.0,-0.5572,1.1272,4.0,0.57,0.7,0.4,0.3,2.0,2.0,0.0,0.0211,173.0246
20190507LTKT0,2019-05-07,KT,롯데,7.0,2.0,5.0,9.0,1,4.8,5.0,5.6,8.2,4.2703,6.0286,6.1081,3.8,-0.2,2.6,-1.7583,-2.3081,2.4,-4.0664,0.1,0.1,0.0,2.0,2.0,0.0,-0.7253,-43.1624
20190507LGWO0,2019-05-07,키움,LG,10.0,12.0,-2.0,22.0,0,6.2,2.8,3.6,5.4,4.5946,4.2857,5.0541,5.7143,3.4,1.8,0.3089,0.6602,5.2,0.9691,0.7,0.7,0.0,2.0,2.0,0.0,-0.0351,27.3165
20190507NCSS0,2019-05-07,삼성,NC,6.0,3.0,3.0,9.0,1,3.8,6.8,6.2,4.6,4.7714,4.7429,6.6857,3.8857,-3.0,-1.6,0.0286,-2.8,-4.6,-2.7714,0.2,0.8,-0.6,2.0,2.0,0.0,-0.5,-104.4165
20190507HHSK0,2019-05-07,SK,한화,11.0,2.0,9.0,13.0,1,7.0,5.6,4.8,4.8,5.7429,6.5882,4.6857,5.2059,1.4,0.0,-0.8454,0.5202,1.4,-0.3252,0.8,0.5,0.3,2.0,2.0,0.0,-0.1612,96.7856
20190508HTOB0,2019-05-08,두산,KIA,1.0,0.0,1.0,1.0,1,6.0,4.6,2.6,4.6,4.9737,5.1143,4.0526,5.4,1.4,2.0,-0.1406,1.3474,3.4,1.2068,0.8,0.4,0.4,1.0,1.0,0.0,0.369,183.8137
20190508LTKT0,2019-05-08,KT,롯데,5.0,4.0,1.0,9.0,1,5.8,4.4,5.4,7.8,4.1579,5.8889,5.9737,3.6944,1.4,2.4,-1.731,-2.2792,3.8,-4.0102,0.2,0.1,0.1,1.0,1.0,0.0,-0.7429,-20.6905
20190508LGWO0,2019-05-08,키움,LG,6.0,0.0,6.0,6.0,1,8.2,4.6,5.6,7.0,4.5263,4.3056,4.9211,5.6667,3.6,1.4,0.2208,0.7456,5.0,0.9664,0.6,0.7,-0.1,1.0,1.0,0.0,-0.0316,5.7473
20190508NCSS0,2019-05-08,삼성,NC,2.0,0.0,2.0,2.0,1,3.0,5.6,6.4,4.8,4.75,4.6111,6.6389,3.9444,-2.6,-1.6,0.1389,-2.6944,-4.2,-2.5556,0.3,0.7,-0.4,1.0,1.0,0.0,-0.4706,-78.5805
20190508HHSK0,2019-05-08,SK,한화,17.0,2.0,15.0,19.0,1,8.8,5.2,5.2,6.8,5.5833,6.5714,4.6111,5.0571,3.6,1.6,-0.9881,0.446,5.2,-0.5421,0.8,0.5,0.3,1.0,1.0,0.0,-0.2059,111.3539
20190509HTOB0,2019-05-09,두산,KIA,3.0,5.0,-2.0,8.0,0,5.2,3.0,1.8,4.6,4.8718,5.0278,4.1026,5.7222,2.2,2.8,-0.156,1.6197,5.0,1.4637,0.8,0.4,0.4,1.0,1.0,0.0,0.3528,194.1205
20190509LTKT0,2019-05-09,KT,롯데,6.0,13.0,-7.0,19.0,0,6.0,4.0,5.2,7.4,4.1795,5.8108,5.8974,3.7297,2.0,2.2,-1.6313,-2.1677,4.2,-3.799,0.3,0.1,0.2,1.0,1.0,0.0,-0.6292,0.4991
20190509LGWO0,2019-05-09,키움,LG,2.0,1.0,1.0,3.0,1,7.4,3.6,4.0,7.4,4.5641,4.3514,4.8974,5.8649,3.8,3.4,0.2128,0.9674,7.2,1.1802,0.6,0.6,0.0,1.0,1.0,0.0,0.019,25.4164
20190509NCSS0,2019-05-09,삼성,NC,6.0,4.0,2.0,10.0,1,3.2,4.2,4.8,4.0,4.973,4.5135,6.6216,3.8919,-1.0,-0.8,0.4595,-2.7297,-1.8,-2.2703,0.4,0.6,-0.2,1.0,1.0,0.0,-0.3889,-54.1326
20190509HHSK0,2019-05-09,SK,한화,1.0,6.0,-5.0,7.0,0,10.6,4.8,3.6,9.2,5.5405,6.4444,4.6486,4.9444,5.8,5.6,-0.9039,0.2958,11.4,-0.6081,0.8,0.4,0.4,1.0,1.0,0.0,-0.246,125.1547
20190510SKHT0,2019-05-10,KIA,SK,1.0,4.0,-3.0,5.0,0,2.4,8.6,4.4,3.4,5.0541,5.7105,5.5946,4.8158,-6.2,-1.0,-0.6565,-0.7788,-7.2,-1.4353,0.4,0.7,-0.3,1.0,1.0,0.0,-0.4125,-143.2929
20190510WOKT0,2019-05-10,KT,키움,7.0,6.0,1.0,13.0,1,6.2,6.2,7.0,3.6,4.1,4.575,5.85,5.075,0.0,-3.4,-0.475,-0.775,-3.4,-1.25,0.3,0.7,-0.4,1.0,1.0,0.0,-0.0681,-160.0205
20190510HHLG0,2019-05-10,LG,한화,2.0,5.0,-3.0,7.0,0,3.4,5.2,6.4,8.4,4.4211,6.4324,5.8684,5.0,-1.8,2.0,-2.0114,-0.8684,0.2,-2.8798,0.5,0.5,0.0,1.0,1.0,0.0,-0.0164,30.8667
20190510OBNC0,2019-05-10,NC,두산,12.0,11.0,1.0,23.0,1,4.2,4.4,3.6,2.4,4.4474,4.85,3.9211,4.025,-0.2,-1.2,-0.4026,0.1039,-1.4,-0.2987,0.5,0.7,-0.2,1.0,1.0,0.0,-0.2446,-107.0753
20190510LTSS0,2019-05-10,삼성,롯데,5.0,12.0,-7.0,17.0,0,3.8,5.2,4.0,6.4,5.1579,5.9474,6.5789,3.9474,-1.4,2.4,-0.7895,-2.6316,1.0,-3.4211,0.5,0.2,0.3,1.0,1.0,0.0,-0.4243,46.485
20190511SKHT0,2019-05-11,KIA,SK,3.0,10.0,-7.0,13.0,0,2.4,7.4,4.4,2.8,5.0526,5.5641,5.5,5.0,-5.0,-1.6,-0.5115,-0.5,-6.6,-1.0115,0.4,0.7,-0.3,1.0,1.0,0.0,-0.3272,-155.4822
20190511WOKT0,2019-05-11,KT,키움,2.0,6.0,-4.0,8.0,0,5.8,7.2,6.2,4.4,4.0732,4.6829,5.9512,5.0,-1.4,-1.8,-0.6098,-0.9512,-3.2,-1.561,0.4,0.6,-0.2,1.0,1.0,0.0,-0.1167,-131.4094
20190511HHLG0,2019-05-11,LG,한화,6.0,4.0,2.0,10.0,1,3.4,4.2,6.8,7.0,4.359,6.4211,5.8718,4.9211,-0.8,0.2,-2.0621,-0.9507,-0.6,-3.0128,0.4,0.6,-0.2,1.0,1.0,0.0,-0.0706,9.0946
20190511OBNC0,2019-05-11,NC,두산,0.0,12.0,-12.0,12.0,0,5.8,6.0,5.6,4.4,4.4872,4.9756,3.9231,4.0,-0.2,-1.2,-0.4884,0.0769,-1.4,-0.4115,0.5,0.6,-0.1,1.0,1.0,0.0,-0.2333,-81.0995
20190511LTSS0,2019-05-11,삼성,롯데,9.0,2.0,7.0,11.0,1,4.2,6.8,6.2,5.4,5.0769,6.1026,6.641,3.8462,-2.6,-0.8,-1.0256,-2.7949,-3.4,-3.8205,0.5,0.3,0.2,1.0,1.0,0.0,-0.4559,23.825
20190512SKHT0,2019-05-12,KIA,SK,3.0,4.0,-1.0,7.0,0,2.4,8.6,4.4,2.8,5.0256,5.475,5.5128,4.95,-6.2,-1.6,-0.4494,-0.5628,-7.8,-1.0122,0.3,0.8,-0.5,1.0,1.0,0.0,-0.3105,-167.0851
20190512WOKT0,2019-05-12,KT,키움,9.0,3.0,6.0,12.0,1,5.4,6.0,6.2,4.4,4.0476,4.7857,5.9048,5.119,-0.6,-1.8,-0.7381,-0.7857,-2.4,-1.5238,0.4,0.6,-0.2,1.0,1.0,0.0,-0.1128,-144.1861
20190512HHLG0,2019-05-12,LG,한화,2.0,0.0,2.0,2.0,1,4.2,3.8,5.4,7.4,4.475,6.3333,5.8,5.0256,0.4,2.0,-1.8583,-0.7744,2.4,-2.6327,0.4,0.5,-0.1,1.0,1.0,0.0,-0.0159,28.5712
20190512OBNC0,2019-05-12,NC,두산,2.0,3.0,-1.0,5.0,0,3.8,6.2,7.4,4.0,4.425,4.9524,3.825,3.9762,-2.4,-3.4,-0.5274,0.1512,-5.8,-0.3762,0.5,0.7,-0.2,1.0,1.0,0.0,-0.2231,-96.5141
20190512LTSS0,2019-05-12,삼성,롯데,9.0,10.0,-1.0,19.0,0,5.6,6.6,4.2,6.4,5.2,6.025,6.7,3.8,-1.0,2.2,-0.825,-2.9,1.2,-3.725,0.6,0.2,0.4,1.0,1.0,0.0,-0.4365,42.4556
20190514KTHT0,2019-05-14,KIA,KT,1.0,6.0,-5.0,7.0,0,2.4,5.8,4.4,6.4,4.9,3.9767,5.425,5.907,-3.4,2.0,0.9233,0.482,-1.4,1.4052,0.3,0.5,-0.2,2.0,2.0,0.0,0.128,0.8807
20190514LGLT0,2019-05-14,롯데,LG,4.0,0.0,4.0,4.0,1,8.2,2.2,6.8,3.4,5.9512,4.5122,3.8049,5.6829,6.0,-3.4,1.439,1.878,2.6,3.3171,0.3,0.4,-0.1,2.0,2.0,0.0,0.4545,-91.3361
20190514SKNC0,2019-05-14,NC,SK,8.0,2.0,6.0,10.0,1,3.6,7.2,6.8,3.0,4.3171,5.5366,3.8293,4.878,-3.6,-3.8,-1.2195,1.0488,-7.4,-0.1707,0.4,0.8,-0.4,2.0,2.0,0.0,-0.2368,-105.8255
20190514SSOB0,2019-05-14,두산,삼성,3.0,4.0,-1.0,7.0,0,6.0,6.2,3.8,5.6,4.8837,5.1707,4.0698,6.5366,-0.2,1.8,-0.287,2.4668,1.6,2.1798,0.8,0.5,0.3,2.0,2.0,0.0,0.1693,153.3581
20190514WOHH0,2019-05-14,한화,키움,7.0,3.0,4.0,10.0,1,3.4,4.6,5.6,3.8,6.25,4.7674,5.075,5.0698,-1.2,-1.8,1.4826,-0.0052,-3.0,1.4773,0.4,0.6,-0.2,2.0,2.0,0.0,0.303,-61.0101
20190515KTHT0,2019-05-15,KIA,KT,4.0,7.0,-3.0,11.0,0,2.6,6.0,5.4,5.8,4.9512,3.9773,5.3659,5.9318,-3.4,0.4,0.9739,0.566,-3.0,1.5399,0.2,0.6,-0.4,1.0,1.0,0.0,0.3816,-19.17
20190515LGLT0,2019-05-15,롯데,LG,8.0,4.0,4.0,12.0,1,8.2,2.2,5.8,3.0,5.881,4.5714,3.7381,5.6429,6.0,-2.8,1.3095,1.9048,3.2,3.2143,0.4,0.3,0.1,1.0,1.0,0.0,0.4348,-66.1962
20190515SKNC0,2019-05-15,NC,SK,3.0,7.0,-4.0,10.0,0,5.2,4.2,6.8,4.2,4.3095,5.4762,3.9286,4.9286,1.0,-2.6,-1.1667,1.0,-1.6,-0.1667,0.4,0.8,-0.4,1.0,1.0,0.0,-0.2217,-79.9153
20190515SSOB0,2019-05-15,두산,삼성,3.0,1.0,2.0,4.0,1,6.4,6.6,4.6,6.2,4.9318,5.2381,4.0455,6.4762,-0.2,1.6,-0.3063,2.4307,1.4,2.1245,0.7,0.6,0.1,1.0,1.0,0.0,0.1583,125.062
20190515WOHH0,2019-05-15,한화,키움,5.0,4.0,1.0,9.0,1,4.4,4.0,2.8,5.2,6.1951,4.6818,5.0732,5.0227,0.4,2.4,1.5133,-0.0504,2.8,1.4629,0.5,0.5,0.0,1.0,1.0,0.0,0.2838,-37.5337
20190516KTHT0,2019-05-16,KIA,KT,3.0,6.0,-3.0,9.0,0,2.4,6.2,6.2,4.0,4.9524,3.9556,5.3333,5.9333,-3.8,-2.2,0.9968,0.6,-6.0,1.5968,0.1,0.6,-0.5,1.0,1.0,0.0,0.41,-38.0676
20190516LGLT0,2019-05-16,롯데,LG,2.0,3.0,-1.0,5.0,0,7.2,2.8,5.4,4.2,5.8372,4.6047,3.6744,5.5814,4.4,-1.2,1.2326,1.907,3.2,3.1395,0.5,0.3,0.2,1.0,1.0,0.0,0.4167,-42.4311
20190516SKNC0,2019-05-16,NC,SK,5.0,2.0,3.0,7.0,1,5.0,5.4,7.0,3.6,4.2791,5.4651,3.8837,4.8605,-0.4,-3.4,-1.186,0.9767,-3.8,-0.2093,0.4,0.8,-0.4,1.0,1.0,0.0,-0.2143,-95.3945
20190516SSOB0,2019-05-16,두산,삼성,4.0,1.0,3.0,5.0,1,6.4,5.6,3.8,6.0,4.8667,5.1628,4.0667,6.3953,0.8,2.2,-0.2961,2.3287,3.0,2.0326,0.7,0.6,0.1,1.0,1.0,0.0,0.1562,138.1585
20190516WOHH0,2019-05-16,한화,키움,15.0,6.0,9.0,21.0,1,4.2,4.4,3.4,6.0,6.1905,4.6,5.3095,5.0,-0.2,2.6,1.5905,-0.3095,2.4,1.281,0.6,0.4,0.2,1.0,1.0,0.0,0.2667,-15.3815
20190517HTHH0,2019-05-17,한화,KIA,2.0,5.0,-3.0,7.0,0,6.2,2.8,4.2,6.6,6.2093,5.186,5.186,5.3488,3.4,2.4,1.0233,0.1628,5.8,1.186,0.6,0.1,0.5,1.0,1.0,0.0,0.0303,116.0806
20190517SSKT0,2019-05-17,KT,삼성,3.0,14.0,-11.0,17.0,0,6.0,4.8,3.4,4.4,3.9783,5.0455,5.8478,6.4091,1.2,1.0,-1.0672,0.5613,2.2,-0.5059,0.7,0.5,0.2,1.0,1.0,0.0,0.1273,-3.936
20190517NCLG0,2019-05-17,LG,NC,2.0,13.0,-11.0,15.0,0,3.0,3.6,3.6,5.2,4.5682,4.2273,5.7727,4.0909,-0.6,1.6,0.3409,-1.6818,1.0,-1.3409,0.4,0.4,0.0,1.0,1.0,0.0,-0.1579,-4.5109
20190517OBSK0,2019-05-17,SK,두산,1.0,3.0,-2.0,4.0,0,5.0,5.0,4.4,1.6,5.6364,4.7826,4.7955,4.0435,0.0,-2.8,0.8538,-0.752,-2.8,0.1018,0.7,0.7,0.0,1.0,1.0,0.0,-0.15,-21.7864
20190517LTWO0,2019-05-17,키움,롯데,7.0,0.0,7.0,7.0,1,4.4,5.2,7.6,5.0,4.8043,5.7727,4.9565,3.6136,-0.8,-2.6,-0.9684,-1.3429,-3.4,-2.3113,0.4,0.5,-0.1,1.0,1.0,0.0,-0.3083,56.4916
20190518HTHH0,2019-05-18,한화,KIA,5.0,2.0,3.0,7.0,1,5.8,3.2,4.0,5.0,6.3636,5.1136,5.0909,5.3409,2.6,1.0,1.25,0.25,3.6,1.5,0.5,0.2,0.3,1.0,1.0,0.0,0.0731,89.6365
20190518SSKT0,2019-05-18,KT,삼성,2.0,0.0,2.0,2.0,1,6.2,5.8,5.0,4.6,3.9362,4.9556,5.8298,6.5556,0.4,-0.4,-1.0194,0.7258,0.0,-0.2936,0.7,0.6,0.1,1.0,1.0,0.0,0.1201,-23.7095
20190518NCLG0,2019-05-18,LG,NC,3.0,9.0,-6.0,12.0,0,2.2,6.2,5.4,3.2,4.5111,4.2,5.6444,4.2,-4.0,-2.2,0.3111,-1.4444,-6.2,-1.1333,0.4,0.4,0.0,1.0,1.0,0.0,-0.1,-24.2512
20190518OBSK0,2019-05-18,SK,두산,5.0,10.0,-5.0,15.0,0,3.2,3.2,4.4,1.8,5.7111,4.7872,4.7556,4.1702,0.0,-2.6,0.9239,-0.5853,-2.6,0.3385,0.6,0.7,-0.1,1.0,1.0,0.0,-0.0973,-40.5339
20190518LTWO0,2019-05-18,키움,롯데,13.0,1.0,12.0,14.0,1,4.6,4.8,7.2,4.6,4.7021,5.8667,4.8936,3.6444,-0.2,-2.6,-1.1645,-1.2492,-2.8,-2.4137,0.4,0.5,-0.1,1.0,1.0,0.0,-0.3409,73.268
20190519HTHH0,2019-05-19,한화,KIA,0.0,5.0,-5.0,5.0,0,6.8,3.0,4.0,5.2,6.4222,5.1111,5.0444,5.2667,3.8,1.2,1.3111,0.2222,5.0,1.5333,0.6,0.2,0.4,1.0,1.0,0.0,0.0707,104.5881
20190519LTWO0,2019-05-19,키움,롯데,9.0,3.0,6.0,12.0,1,6.6,3.0,5.6,5.4,4.7083,4.1304,6.3333,5.9565,3.6,-0.2,0.5779,-0.3768,3.4,0.2011,0.5,0.5,0.0,1.0,1.0,0.0,-0.1677,89.1118
20190521LTHT0,2019-05-21,KIA,롯데,10.0,6.0,4.0,16.0,1,3.8,2.8,4.0,7.2,5.0,5.766,5.2609,3.7447,1.0,3.2,-0.766,-1.5162,4.2,-2.2821,0.3,0.5,-0.2,2.0,2.0,0.0,0.0325,-11.6169
20190521OBKT0,2019-05-21,KT,두산,12.0,7.0,5.0,19.0,1,4.8,4.6,4.4,2.4,4.1667,4.7708,5.8333,4.125,0.2,-2.0,-0.6042,-1.7083,-1.8,-2.3125,0.7,0.7,0.0,3.0,3.0,0.0,-0.5,-171.9535
20190521SKLG0,2019-05-21,LG,SK,2.0,4.0,-2.0,6.0,0,2.4,3.4,7.2,5.8,4.6739,5.6522,5.6739,4.6739,-1.0,-1.4,-0.9783,-1.0,-2.4,-1.9783,0.3,0.5,-0.2,3.0,3.0,0.0,-0.0195,-75.5089
20190521NCWO0,2019-05-21,키움,NC,1.0,3.0,-2.0,4.0,0,7.8,7.6,4.8,3.2,4.6939,4.1522,4.7551,4.1957,0.2,-1.6,0.5417,-0.5594,-1.4,-0.0177,0.5,0.5,0.0,2.0,3.0,-1.0,-0.2024,-3.3932
20190521HHSS0,2019-05-21,삼성,한화,9.0,3.0,6.0,12.0,1,4.0,5.4,3.0,4.4,5.0435,6.3043,6.8261,5.0,-1.4,1.4,-1.2609,-1.8261,0.0,-3.087,0.5,0.6,-0.1,3.0,2.0,1.0,-0.4545,-38.3855
20190522LTHT0,2019-05-22,KIA,롯데,6.0,5.0,1.0,11.0,1,5.0,2.4,3.8,8.4,4.9574,5.6667,5.3404,3.7292,2.6,4.6,-0.7092,-1.6113,7.2,-2.3205,0.3,0.4,-0.1,1.0,1.0,0.0,-0.334,9.0516
20190522OBKT0,2019-05-22,KT,두산,3.0,1.0,2.0,4.0,1,6.0,5.4,5.6,4.0,4.2041,4.7143,5.8163,4.0408,0.6,-1.6,-0.5102,-1.7755,-1.0,-2.2857,0.7,0.6,0.1,1.0,1.0,0.0,-0.4783,-142.7912
20190522SKLG0,2019-05-22,LG,SK,0.0,2.0,-2.0,2.0,0,2.8,3.8,7.2,4.6,4.6383,5.5745,5.5745,4.6596,-1.0,-2.6,-0.9362,-0.9149,-3.6,-1.8511,0.3,0.5,-0.2,1.0,1.0,0.0,0.0257,-91.2294
20190522NCWO0,2019-05-22,키움,NC,4.0,2.0,2.0,6.0,1,7.2,6.6,4.4,3.0,4.72,4.0638,4.76,4.1489,0.6,-1.4,0.6562,-0.6111,-0.8,0.0451,0.4,0.6,-0.2,1.0,1.0,0.0,-0.1509,-23.1979
20190522HHSS0,2019-05-22,삼성,한화,6.0,5.0,1.0,11.0,1,5.0,5.0,3.0,5.4,5.0426,6.2553,6.8085,4.9362,0.0,2.4,-1.2128,-1.8723,2.4,-3.0851,0.5,0.5,0.0,1.0,1.0,0.0,-0.4783,-16.1848
20190523LTHT0,2019-05-23,KIA,롯데,3.0,1.0,2.0,4.0,1,5.6,3.0,3.6,9.0,4.9583,5.5918,5.3542,3.7143,2.6,5.4,-0.6335,-1.6399,8.0,-2.2734,0.4,0.3,0.1,1.0,1.0,0.0,-0.3207,28.5307
20190523OBKT0,2019-05-23,KT,두산,3.0,2.0,1.0,5.0,1,5.2,5.0,5.0,4.4,4.18,4.64,5.72,4.0,0.2,-0.6,-0.46,-1.72,-0.4,-2.18,0.8,0.6,0.2,1.0,1.0,0.0,-0.4167,-115.005
20190523SKLG0,2019-05-23,LG,SK,2.0,1.0,1.0,3.0,1,2.0,2.8,6.0,4.0,4.6042,5.5417,5.5,4.6042,-0.8,-2.0,-0.9375,-0.8958,-2.8,-1.8333,0.3,0.6,-0.3,1.0,1.0,0.0,0.0254,-106.0953
20190523NCWO0,2019-05-23,키움,NC,2.0,4.0,-2.0,6.0,0,6.8,6.4,1.8,2.4,4.6667,4.0208,4.6863,4.0833,0.4,0.6,0.6458,-0.6029,1.0,0.0429,0.5,0.6,-0.1,1.0,1.0,0.0,-0.1472,-1.8645
20190523HHSS0,2019-05-23,삼성,한화,2.0,1.0,1.0,3.0,1,6.0,3.0,3.4,5.4,4.9583,6.1667,6.7292,4.9167,3.0,2.0,-1.2083,-1.8125,5.0,-3.0208,0.5,0.4,0.1,1.0,1.0,0.0,-0.4583,4.7462
20190524KTHT0,2019-05-24,KIA,KT,7.0,5.0,2.0,12.0,1,5.2,4.6,3.4,4.8,4.8776,4.2353,5.2857,5.7059,0.6,1.4,0.6423,0.4202,2.0,1.0624,0.5,0.8,-0.3,1.0,1.0,0.0,-0.0929,-50.4249
20190524LGLT0,2019-05-24,롯데,LG,8.0,5.0,3.0,13.0,1,3.2,1.8,8.2,5.8,5.54,4.6122,3.72,5.5306,1.4,-2.4,0.9278,1.8106,-1.0,2.7384,0.3,0.4,-0.1,1.0,1.0,0.0,0.4,-91.5508
20190524SKNC0,2019-05-24,NC,SK,2.0,4.0,-2.0,6.0,0,6.2,2.6,2.4,3.4,4.0408,5.4694,4.1633,4.5918,3.6,1.0,-1.4286,0.4286,4.6,-1.0,0.6,0.5,0.1,1.0,1.0,0.0,-0.12,-25.8005
20190524HHOB0,2019-05-24,두산,한화,3.0,4.0,-1.0,7.0,0,4.6,2.8,4.8,4.8,4.6275,6.2449,3.9608,4.9184,1.8,0.0,-1.6174,0.9576,1.8,-0.6599,0.6,0.4,0.2,1.0,1.0,0.0,0.2492,120.982
20190524WOSS0,2019-05-24,삼성,키움,5.0,10.0,-5.0,15.0,0,6.2,5.8,2.8,2.6,5.0204,4.6731,6.6939,4.7885,0.4,-0.2,0.3473,-1.9054,0.2,-1.5581,0.6,0.4,0.2,1.0,1.0,0.0,0.0,-34.7398
20190525KTHT0,2019-05-25,KIA,KT,10.0,3.0,7.0,13.0,1,6.2,5.0,3.4,3.4,4.86,4.3462,5.24,5.6538,1.2,0.0,0.5138,0.4138,1.2,0.9277,0.6,0.8,-0.2,1.0,1.0,0.0,-0.0874,-27.5424
20190525LGLT0,2019-05-25,롯데,LG,5.0,6.0,-1.0,11.0,0,4.6,2.4,6.6,4.8,5.5686,4.58,3.7255,5.62,2.2,-1.8,0.9886,1.8945,0.4,2.8831,0.3,0.3,0.0,1.0,1.0,0.0,0.4231,-66.3994
20190525SKNC0,2019-05-25,NC,SK,10.0,7.0,3.0,17.0,1,4.0,3.2,2.8,3.2,4.08,5.56,4.18,4.64,0.8,0.4,-1.48,0.46,1.2,-1.02,0.6,0.5,0.1,1.0,1.0,0.0,-0.1154,-44.318
20190525HHOB0,2019-05-25,두산,한화,7.0,4.0,3.0,11.0,1,4.6,2.6,5.4,5.0,4.6731,6.3,4.0769,5.02,2.0,-0.4,-1.6269,0.9431,1.6,-0.6838,0.5,0.5,0.0,1.0,1.0,0.0,0.2407,94.2862
20190525WOSS0,2019-05-25,삼성,키움,10.0,9.0,1.0,19.0,1,4.4,5.2,4.2,3.4,5.02,4.7736,6.68,4.8679,-0.8,-0.8,0.2464,-1.8121,-1.6,-1.5657,0.5,0.5,0.0,1.0,1.0,0.0,-0.0385,-52.7466
20190526KTHT0,2019-05-26,KIA,KT,17.0,5.0,12.0,22.0,1,7.2,5.2,4.0,5.4,4.8431,4.5849,5.2745,5.6415,2.0,1.4,0.2582,0.367,3.4,0.6252,0.7,0.7,0.0,1.0,1.0,0.0,-0.1209,-5.9603
20190526LGLT0,2019-05-26,롯데,LG,2.0,11.0,-9.0,13.0,0,5.0,3.0,6.0,4.0,5.5,4.5882,3.6731,5.8431,2.0,-2.0,0.9118,2.1701,0.0,3.0818,0.2,0.3,-0.1,1.0,1.0,0.0,0.4444,-82.623
20190526SKNC0,2019-05-26,NC,SK,1.0,2.0,-1.0,3.0,0,4.2,3.6,3.6,3.2,4.2157,5.4706,4.1373,4.5882,0.6,-0.4,-1.2549,0.451,0.2,-0.8039,0.7,0.4,0.3,1.0,1.0,0.0,-0.0741,-21.7806
20190526HHOB0,2019-05-26,두산,한화,2.0,1.0,1.0,3.0,1,4.0,3.4,5.2,5.4,4.6226,6.2353,4.0189,5.0,0.6,0.2,-1.6127,0.9811,0.8,-0.6315,0.5,0.4,0.1,1.0,1.0,0.0,0.2685,108.988
