prediction_date,train_games_before_date,test_games_on_date,model,feature_set,accuracy,brier,log_loss,over_55_games,over_55_accuracy,predicted_games,correct_games,interpretation
2026-06-27,7387,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.8,0.23,0.654,6,0.667,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-06-27,7387,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.8,0.242,0.677,2,0.0,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-06-28,7392,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.6,0.239,0.672,6,0.667,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-06-28,7392,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.6,0.245,0.684,6,0.667,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-06-30,7397,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.75,0.234,0.662,6,0.667,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-06-30,7397,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.75,0.24,0.673,6,0.667,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-01,7401,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.25,0.27,0.734,6,0.333,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-01,7401,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.25,0.268,0.729,6,0.333,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-02,7405,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,1.0,0.201,0.595,6,1.0,10,10,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-02,7405,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.8,0.201,0.595,6,1.0,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-03,7410,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.2,0.301,0.796,10,0.2,10,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-03,7410,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.2,0.286,0.766,8,0.25,10,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-04,7415,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.6,0.229,0.65,6,1.0,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-04,7415,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.6,0.238,0.668,8,0.75,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-05,7420,3,HistGradientBoosting_current_season_rolling,current_operational_feature_set,1.0,0.204,0.601,4,1.0,6,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-05,7420,3,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,1.0,0.213,0.618,2,1.0,6,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-07,7423,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.4,0.252,0.697,6,0.667,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-07,7423,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.4,0.256,0.706,4,0.5,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-08,7428,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.75,0.229,0.65,6,0.667,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-08,7428,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.75,0.232,0.657,6,0.667,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-09,7432,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.75,0.225,0.642,2,1.0,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-09,7432,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.5,0.228,0.648,2,1.0,8,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-16,7436,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.2,0.287,0.767,6,0.0,10,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-16,7436,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.4,0.278,0.749,2,0.0,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-17,7441,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.25,0.271,0.736,4,0.5,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-17,7441,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.25,0.272,0.738,2,0.0,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-18,7445,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.4,0.253,0.699,4,0.5,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-18,7445,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.4,0.256,0.704,4,0.5,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-19,7450,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.5,0.251,0.696,2,0.0,8,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-19,7450,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.5,0.251,0.696,4,0.5,8,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-21,7454,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.75,0.212,0.617,4,1.0,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-21,7454,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.75,0.216,0.625,4,1.0,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-22,7458,3,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.0,0.323,0.841,6,0.0,6,0,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-22,7458,3,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.0,0.324,0.841,6,0.0,6,0,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-23,7461,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.25,0.273,0.739,4,0.5,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-23,7461,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.25,0.268,0.729,4,0.5,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-24,7465,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.6,0.264,0.721,2,0.0,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-24,7465,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.6,0.263,0.719,2,0.0,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-25,7470,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.6,0.236,0.665,2,1.0,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-25,7470,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.6,0.231,0.656,2,1.0,10,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-26,7475,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.25,0.287,0.768,2,0.0,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-26,7475,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.25,0.296,0.786,2,0.0,8,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-28,7479,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.8,0.214,0.621,4,1.0,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-28,7479,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.8,0.219,0.63,4,1.0,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-29,7484,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.4,0.272,0.738,6,0.333,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-29,7484,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.4,0.268,0.729,6,0.333,10,4,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-30,7489,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.8,0.23,0.653,4,0.5,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-30,7489,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.8,0.233,0.659,4,0.5,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-31,7494,5,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.8,0.22,0.633,4,1.0,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-07-31,7494,5,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.8,0.216,0.625,4,1.0,10,8,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-08-01,7499,2,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.5,0.247,0.686,4,0.5,4,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-08-01,7499,2,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.5,0.255,0.704,4,0.5,4,2,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-08-02,7501,4,HistGradientBoosting_current_season_rolling,current_operational_feature_set,0.75,0.225,0.642,4,1.0,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
2026-08-02,7501,4,HistGradientBoosting_current_season_rolling,best_non_pitching_candidate,0.75,0.229,0.651,4,0.5,8,6,예측일 이전 완료 경기만 학습한 2026 rolling backtest
